cluster,lag_s,sum_player,sum_centroid,sum_relative,sum_cross,n_pairs
2020-08-22__2H__rosenborg__A,46.0,23904326.88063384,17080474.219489634,6617497.88956359,206354.77158061555,31778
2020-08-22__2H__rosenborg__A,47.0,24244481.804805152,17350774.202180345,6683746.87797477,209960.72465003072,31759
2020-08-22__2H__rosenborg__A,48.0,24575187.902173802,17613586.303530697,6748191.41095196,213410.18769114162,31740
2020-08-22__2H__rosenborg__A,49.0,24897442.328508038,17869684.31292772,6811079.866748327,216678.14883198822,31721
2020-08-22__2H__rosenborg__A,50.0,25211618.58738022,18119597.90072905,6872318.820201,219701.8664501644,31702
2020-08-22__2H__rosenborg__A,51.0,25517950.76498383,18363294.268016238,6932093.014605221,222563.48236236745,31683
2020-08-22__2H__rosenborg__A,52.0,25816774.197076097,18601310.752367355,6990371.099538133,225092.34517060826,31664
2020-08-22__2H__rosenborg__A,53.0,26108720.0105657,18834221.347770564,7047207.415305422,227291.24748971662,31645
2020-08-22__2H__rosenborg__A,54.0,26394505.850710303,19062620.895472277,7102600.068181049,229284.88705697306,31626
2020-08-22__2H__rosenborg__A,55.0,26674458.997653976,19286972.348316584,7156420.703961048,231065.9453763427,31607
2020-08-22__2H__rosenborg__A,56.0,26948785.91836012,19507724.260265462,7208275.9966045115,232785.66149015212,31588
2020-08-22__2H__rosenborg__A,57.0,27217743.66116285,19725236.902528446,7257996.3930503875,234510.36558402271,31569
2020-08-22__2H__rosenborg__A,58.0,27480678.084559996,19939150.77885447,7305304.261115658,236223.0445898701,31550
2020-08-22__2H__rosenborg__A,59.0,27735754.881604634,20148354.891374808,7349764.267983754,237635.72224607755,31531
2020-08-22__2H__rosenborg__A,60.0,27981211.73223646,20351298.699157257,7391278.693133262,238634.33994593855,31512
2020-08-26__1H__rosenborg__A,1.0,115481.50260874716,71064.00097145901,44624.43651254321,-206.9348752550328,28484
2020-08-26__1H__rosenborg__A,2.0,431404.86139966076,273333.7518079452,158467.11104230193,-396.00145058632097,28473
2020-08-26__1H__rosenborg__A,3.0,894851.1296933299,583523.228639296,311966.7543382309,-638.8532841968836,28462
2020-08-26__1H__rosenborg__A,4.0,1459300.2287470186,976217.3502790438,484105.69400251313,-1022.8155345382729,28451
2020-08-26__1H__rosenborg__A,5.0,2088795.1680104379,1428444.2836755463,661910.7849713601,-1559.9006364683592,28440
2020-08-26__1H__rosenborg__A,6.0,2757081.233032246,1921266.962044836,838097.7940009604,-2283.5230135510046,28429
2020-08-26__1H__rosenborg__A,7.0,3445817.312550362,2439864.0750051797,1009098.3905067951,-3145.152961613352,28418
2020-08-26__1H__rosenborg__A,8.0,4142338.554558919,2973231.2218275843,1173183.4222165484,-4076.0894852136444,28407
2020-08-26__1H__rosenborg__A,9.0,4838150.421299072,3513717.119726653,1329459.178872333,-5025.877299913351,28396
2020-08-26__1H__rosenborg__A,10.0,5528062.909457751,4056437.433246132,1477602.8754407978,-5977.3992291793875,28385
2020-08-26__1H__rosenborg__A,11.0,6208474.259321914,4597931.231297541,1617489.6375745626,-6946.609550187757,28374
2020-08-26__1H__rosenborg__A,12.0,6876458.85543255,5135492.090988259,1748918.542980005,-7951.778535712583,28363
2020-08-26__1H__rosenborg__A,13.0,7530044.869597057,5667072.801656554,1871995.263349129,-9023.19540862403,28352
2020-08-26__1H__rosenborg__A,14.0,8168603.061722815,6191045.6197970025,1987685.8973460887,-10128.45542027532,28341
2020-08-26__1H__rosenborg__A,15.0,8792142.41833539,6706150.710116735,2097253.6875178833,-11261.979299229286,28330
2020-08-26__1H__rosenborg__A,16.0,9400965.842695545,7211534.902909635,2201807.9218799653,-12376.982094055042,28319
2020-08-26__1H__rosenborg__A,17.0,9995194.910613136,7706650.190882399,2301983.919718862,-13439.199988126013,28308
2020-08-26__1H__rosenborg__A,18.0,10574533.185255067,8190732.499143142,2398254.7471013446,-14454.060989424557,28297
2020-08-26__1H__rosenborg__A,19.0,11138225.141471252,8662658.584006531,2491014.7219566414,-15448.164491921605,28286
2020-08-26__1H__rosenborg__A,20.0,11685390.134857692,9121485.466237491,2580277.1433880157,-16372.474767818101,28275
2020-08-26__1H__rosenborg__A,21.0,12215550.649822533,9566909.342478607,2665842.288514449,-17200.98117052199,28264
2020-08-26__1H__rosenborg__A,22.0,12729066.22582478,9999240.968404733,2747754.885335457,-17929.62791540833,28253
2020-08-26__1H__rosenborg__A,23.0,13226539.639382485,10418934.960335184,2826162.3348867334,-18557.655839432497,28242
2020-08-26__1H__rosenborg__A,24.0,13708403.142867472,10826376.943001732,2901325.706399535,-19299.506533792228,28231
2020-08-26__1H__rosenborg__A,25.0,14175003.003974067,11221866.639066342,2973474.465280741,-20338.100373017165,28220
2020-08-26__1H__rosenborg__A,26.0,14626466.296203343,11605283.928581154,3042850.406800519,-21668.039178327424,28209
2020-08-26__1H__rosenborg__A,27.0,15062524.614809496,11976244.353973335,3109462.6691415375,-23182.408305374294,28198
2020-08-26__1H__rosenborg__A,28.0,15482274.106983585,12334175.887687294,3172887.193002675,-24788.973706382036,28187
2020-08-26__1H__rosenborg__A,29.0,15884838.928802274,12678650.480435878,3232641.768433813,-26453.320067418244,28176
2020-08-26__1H__rosenborg__A,30.0,16269693.741957622,13009439.640058685,3288499.9553479673,-28245.853449028044,28165
2020-08-26__1H__rosenborg__A,31.0,16636737.618805636,13326237.314090263,3340516.4708759324,-30016.166160561028,28154
2020-08-26__1H__rosenborg__A,32.0,16986325.55275862,13629093.181398716,3388828.7001632927,-31596.328803387718,28143
2020-08-26__1H__rosenborg__A,33.0,17319218.954489384,13918610.080669224,3433508.2559205377,-32899.38210037642,28132
2020-08-26__1H__rosenborg__A,34.0,17636492.81802973,14195929.551750861,3474560.615132119,-33997.34885325018,28121
2020-08-26__1H__rosenborg__A,35.0,17939524.147529006,14462508.486394368,3512026.177653159,-35010.51651852025,28110
2020-08-26__1H__rosenborg__A,36.0,18231096.539652336,14720604.779988432,3546459.2019488746,-35967.44228496979,28099
2020-08-26__1H__rosenborg__A,37.0,18514711.72468865,14972676.507175844,3578864.299367765,-36829.081854964636,28088
2020-08-26__1H__rosenborg__A,38.0,18793177.19504264,15220720.635675408,3609985.95487135,-37529.39550411867,28077
2020-08-26__1H__rosenborg__A,39.0,19067438.20771042,15465342.281617716,3640186.2673623133,-38090.34126961132,28066
2020-08-26__1H__rosenborg__A,40.0,19336857.67440966,15705790.477666961,3669657.7859054753,-38590.589162774035,28055
2020-08-26__1H__rosenborg__A,41.0,19599805.137434505,15940444.388902068,3698516.946781882,-39156.19824944498,28044
2020-08-26__1H__rosenborg__A,42.0,19853989.463836964,16167246.464938467,3726596.8292563795,-39853.83035788106,28033
2020-08-26__1H__rosenborg__A,43.0,20097035.667886432,16384004.172229093,3753643.04389954,-40611.5482422022,28022
2020-08-26__1H__rosenborg__A,44.0,20327314.587401036,16589054.234151082,3779605.9097239994,-41345.556474042474,28011
2020-08-26__1H__rosenborg__A,45.0,20544321.33100881,16781734.30692855,3804640.800522906,-42053.77644264547,28000
2020-08-26__1H__rosenborg__A,46.0,20748114.96010556,16961626.25199358,3828785.219420568,-42296.51130859036,27989
2020-08-26__1H__rosenborg__A,47.0,20939606.34173803,17130239.235765845,3851934.396179579,-42567.29020739233,27978
2020-08-26__1H__rosenborg__A,48.0,21120583.9833391,17289502.281101845,3873887.331974421,-42805.62973716439,27967
2020-08-26__1H__rosenborg__A,49.0,21292421.690742403,17440865.972614095,3894325.579298001,-42769.86116969091,27956
2020-08-26__1H__rosenborg__A,50.0,21455802.511462636,17585924.057655934,3913168.8594935876,-43290.40568688171,27945
2020-08-26__1H__rosenborg__A,51.0,21610958.380108252,17724824.599696055,3930256.5102682724,-44122.72985607351,27934
2020-08-26__1H__rosenborg__A,52.0,21758029.690475035,17857718.79610472,3945450.624051734,-45139.7296814181,27923
2020-08-26__1H__rosenborg__A,53.0,21897009.289463073,17984906.870599452,3958448.8710204414,-46346.45215682412,27912
2020-08-26__1H__rosenborg__A,54.0,22028372.804831207,18106852.4620401,3969266.5960340197,-47746.25324291433,27901
2020-08-26__1H__rosenborg__A,55.0,22152616.424828112,18223623.954616453,3978178.233237122,-49185.76302546254,27890
2020-08-26__1H__rosenborg__A,56.0,22269475.038327225,18334660.865973644,3985473.4002508656,-50659.22789728342,27879
2020-08-26__1H__rosenborg__A,57.0,22378443.71290109,18439191.952738225,3991412.0670248657,-52160.306862000725,27868
2020-08-26__1H__rosenborg__A,58.0,22479395.60962154,18536496.01842551,3996487.0009490564,-53587.40975302865,27857
2020-08-26__1H__rosenborg__A,59.0,22572469.98596802,18626228.905412022,4001127.7145075607,-54886.63395156604,27846
2020-08-26__1H__rosenborg__A,60.0,22657796.17970647,18708539.5043217,4005313.730896533,-56057.05551176396,27835
2020-08-26__2H__rosenborg__A,1.0,122054.79910663741,74783.63445891041,54249.61625826221,-6978.451610535199,31426
2020-08-26__2H__rosenborg__A,2.0,458029.74013853044,284190.1978289281,189754.2251823425,-15914.682872740314,31405
2020-08-26__2H__rosenborg__A,3.0,956195.2346037762,608271.2672115494,374660.7687216297,-26736.80132940292,31384
2020-08-26__2H__rosenborg__A,4.0,1570090.6416158257,1024094.2087441953,585136.9626191788,-39140.529747548724,31363
2020-08-26__2H__rosenborg__A,5.0,2264052.3598654643,1509897.853204887,806805.941247938,-52651.43458736111,31342
2020-08-26__2H__rosenborg__A,6.0,3011543.6629123567,2046784.2746529616,1031947.4533035846,-67188.06504418972,31321
2020-08-26__2H__rosenborg__A,7.0,3792773.250092772,2619424.031026455,1255924.9190472628,-82575.69998094704,31300
2020-08-26__2H__rosenborg__A,8.0,4593326.652545811,3216076.0061993427,1475673.5451164509,-98422.89876998312,31279
2020-08-26__2H__rosenborg__A,9.0,5403030.496250251,3828378.962632335,1688928.3140271662,-114276.78040925048,31258
2020-08-26__2H__rosenborg__A,10.0,6215228.37403458,4450933.21307988,1894437.8080823831,-130142.64712768176,31237
2020-08-26__2H__rosenborg__A,11.0,7025737.104968321,5079942.554707286,2091261.3311521513,-145466.78089111543,31216
2020-08-26__2H__rosenborg__A,12.0,7831874.851752851,5713002.4045615,2279562.430905884,-160689.98371453423,31195
2020-08-26__2H__rosenborg__A,13.0,8631208.72698106,6347490.268377848,2459719.9570364943,-176001.49843328007,31174
2020-08-26__2H__rosenborg__A,14.0,9421551.825037468,6980827.223783277,2632046.408202802,-191321.80694860875,31153
2020-08-26__2H__rosenborg__A,15.0,10201592.226577653,7610904.323896879,2797291.172420536,-206603.2697397647,31132
2020-08-26__2H__rosenborg__A,16.0,10970272.768166438,8236020.0658462355,2956066.2125877077,-221813.5102675081,31111
2020-08-26__2H__rosenborg__A,17.0,11725987.446784712,8854535.91678499,3107989.043335202,-236537.51333547983,31090
2020-08-26__2H__rosenborg__A,18.0,12467147.85996372,9465376.7699783,3253101.5034516756,-251330.4134662534,31069
2020-08-26__2H__rosenborg__A,19.0,13192860.021537274,10067506.38157916,3391604.442934053,-266250.8029759398,31048
2020-08-26__2H__rosenborg__A,20.0,13902651.901049802,10660118.62309142,3523996.337235556,-281463.05927717756,31027
2020-08-26__2H__rosenborg__A,21.0,14595990.770946043,11242468.66273715,3650439.2333480143,-296917.1251391231,31006
2020-08-26__2H__rosenborg__A,22.0,15272799.605980916,11813776.106871882,3771646.4680482596,-312622.96893923095,30985
2020-08-26__2H__rosenborg__A,23.0,15932761.009888124,12372958.4408788,3888204.704236668,-328402.13522734167,30964
2020-08-26__2H__rosenborg__A,24.0,16574916.305233605,12918392.787488347,4000721.1171839363,-344197.59943867865,30943
2020-08-26__2H__rosenborg__A,25.0,17197375.309173297,13448087.347444566,4109431.750371325,-360143.788642591,30922
2020-08-26__2H__rosenborg__A,26.0,17798390.70593603,13959796.607415745,4214465.632282594,-375871.5337623108,30901
2020-08-26__2H__rosenborg__A,27.0,18375904.44855418,14451821.671935739,4315606.747431131,-391523.9708126917,30880
2020-08-26__2H__rosenborg__A,28.0,18929138.77647894,14923138.980687344,4412816.318122945,-406816.5223313581,30859
2020-08-26__2H__rosenborg__A,29.0,19456785.9042228,15373602.72804385,4505500.235136671,-422317.05895771773,30838
2020-08-26__2H__rosenborg__A,30.0,19960509.831148475,15802955.811855854,4595016.3835987765,-437462.36430616176,30817
2020-08-26__2H__rosenborg__A,31.0,20440457.46005335,16211104.091562087,4681437.890058757,-452084.52156749705,30796
2020-08-26__2H__rosenborg__A,32.0,20896962.414908655,16598336.653635712,4764980.681087631,-466354.9198146851,30775
2020-08-26__2H__rosenborg__A,33.0,21331282.437994663,16965326.770517446,4846463.090197841,-480507.4227206173,30754
2020-08-26__2H__rosenborg__A,34.0,21744365.22928722,17312796.659208905,4925922.304360798,-494353.73428248474,30733
2020-08-26__2H__rosenborg__A,35.0,22137244.588731453,17642033.69099791,5003214.385051969,-508003.48731842753,30712
2020-08-26__2H__rosenborg__A,36.0,22511085.377089374,17954761.226248946,5077922.357308658,-521598.20646824164,30691
2020-08-26__2H__rosenborg__A,37.0,22867136.961391732,18252811.598836884,5149505.591064552,-535180.2285096989,30670
2020-08-26__2H__rosenborg__A,38.0,23206791.945418295,18538058.614903204,5217348.2347377,-548614.9042226018,30649
2020-08-26__2H__rosenborg__A,39.0,23532311.686377816,18812023.023089185,5281759.580471172,-561470.917182543,30628
2020-08-26__2H__rosenborg__A,40.0,23845998.766137548,19076343.922142506,5343526.987448327,-573872.143453287,30607
2020-08-26__2H__rosenborg__A,41.0,24150259.032872297,19332062.498589214,5403711.5847277,-585515.0504446169,30586
2020-08-26__2H__rosenborg__A,42.0,24447009.923876654,19580143.35039203,5462974.293249992,-596107.7197653693,30565
2020-08-26__2H__rosenborg__A,43.0,24736994.532961547,19820626.35427489,5520852.114102637,-604483.9354159796,30544
2020-08-26__2H__rosenborg__A,44.0,25020033.83297862,20054064.8181896,5577619.41821462,-611650.4034256022,30523
2020-08-26__2H__rosenborg__A,45.0,25295397.264289003,20279900.6375502,5633083.726611181,-617587.0998723763,30502
2020-08-26__2H__rosenborg__A,46.0,25562394.902385943,20497285.523843866,5687530.677530487,-622421.298988419,30481
2020-08-26__2H__rosenborg__A,47.0,25820376.826595936,20705473.45656659,5741321.594802332,-626418.224772981,30460
2020-08-26__2H__rosenborg__A,48.0,26068735.93461141,20903731.852943968,5794743.744094894,-629739.6624274559,30439
2020-08-26__2H__rosenborg__A,49.0,26306570.137916904,21091543.01887354,5847678.061744981,-632650.9427016116,30418
2020-08-26__2H__rosenborg__A,50.0,26533045.653483156,21268626.05137167,5899795.1911745975,-635375.5890631089,30397
2020-08-26__2H__rosenborg__A,51.0,26748039.26984299,21435098.636289984,5950926.801677939,-637986.1681249291,30376
2020-08-26__2H__rosenborg__A,52.0,26951674.107469935,21591177.77896593,6000931.575977353,-640435.2474733536,30355
2020-08-26__2H__rosenborg__A,53.0,27143913.035521027,21736782.834307443,6049728.66999405,-642598.4687804686,30334
2020-08-26__2H__rosenborg__A,54.0,27323522.51039999,21871266.408086002,6096672.059977628,-644415.95766364,30313
2020-08-26__2H__rosenborg__A,55.0,27489626.885923285,21993666.916542698,6141764.017329754,-645804.0479491659,30292
2020-08-26__2H__rosenborg__A,56.0,27640673.546404958,22103390.5517576,6184306.512510656,-647023.5178633053,30271
2020-08-26__2H__rosenborg__A,57.0,27776488.502584003,22200057.53516962,6224565.99727943,-648135.0298650435,30250
2020-08-26__2H__rosenborg__A,58.0,27897500.69761288,22283896.7982958,6262695.89921219,-649091.9998951127,30229
2020-08-26__2H__rosenborg__A,59.0,28004748.62146126,22356340.32178344,6298269.139164991,-649860.839487161,30208
2020-08-26__2H__rosenborg__A,60.0,28101140.426426664,22419741.6717244,6331885.455725601,-650486.7010233387,30187
2020-08-30__1H__rosenborg__A,1.0,131719.7054451786,82646.69614644942,49312.99016994283,-239.9808712136453,24808
2020-08-30__1H__rosenborg__A,2.0,494098.61923259497,319704.51209447015,174793.88787161722,-399.78073349235876,24798
2020-08-30__1H__rosenborg__A,3.0,1032684.9908911411,687829.1046946477,345288.56019622326,-432.6739997295181,24788
2020-08-30__1H__rosenborg__A,4.0,1697056.9286907401,1159773.8145581866,537567.8082077744,-284.69407522099755,24778
2020-08-30__1H__rosenborg__A,5.0,2446357.9641499333,1708930.560273877,737414.6213881584,12.78248789807185,24768
2020-08-30__1H__rosenborg__A,6.0,3248620.0420173462,2311761.521149163,936465.8620610831,392.6588070999851,24758
2020-08-30__1H__rosenborg__A,7.0,4079642.0728334556,2948453.8151419368,1130405.8139826457,782.4437088728337,24748
2020-08-30__1H__rosenborg__A,8.0,4920570.773831999,3603274.9511990957,1316232.5757880078,1063.2468448953096,24738
2020-08-30__1H__rosenborg__A,9.0,5758209.857110956,4264090.773908543,1492960.866471273,1158.2167311395679,24728
2020-08-30__1H__rosenborg__A,10.0,6582730.562512941,4921269.765506807,1660410.005243459,1050.7917626739873,24718
2020-08-30__1H__rosenborg__A,11.0,7387435.754020548,5568204.1054838635,1818442.3952509617,789.2532857240003,24708
2020-08-30__1H__rosenborg__A,12.0,8169409.9623133885,6201100.637851087,1967851.0859529143,458.2385093857083,24698
2020-08-30__1H__rosenborg__A,13.0,8926624.850152247,6817789.720936086,2108637.3925201558,197.73669600491849,24688
2020-08-30__1H__rosenborg__A,14.0,9658452.90100263,7417423.99820265,2240987.712026723,41.190773258895206,24678
2020-08-30__1H__rosenborg__A,15.0,10364496.40535023,7999433.325546125,2365082.30864437,-19.22884026492102,24668
2020-08-30__1H__rosenborg__A,16.0,11044662.118339565,8563175.825499702,2481467.947105483,18.34573438032021,24658
2020-08-30__1H__rosenborg__A,17.0,11698211.151693063,9108341.729571348,2589738.0423930027,131.37972871052625,24648
2020-08-30__1H__rosenborg__A,18.0,12326040.91858902,9634537.691029757,2691217.8129364816,285.41462278175095,24638
2020-08-30__1H__rosenborg__A,19.0,12926706.583572201,10141783.998473369,2784403.965102933,518.6199959014884,24628
2020-08-30__1H__rosenborg__A,20.0,13503885.751509048,10631446.347399373,2871595.595373122,843.8087365536412,24618
2020-08-30__1H__rosenborg__A,21.0,14057522.060171425,11103770.308379209,2952493.092566365,1258.6592258510464,24608
2020-08-30__1H__rosenborg__A,22.0,14588865.404480424,11559202.140032113,3027888.0457235062,1775.2187248057526,24598
2020-08-30__1H__rosenborg__A,23.0,15097710.919893393,11997775.786961485,3097575.279346962,2359.8535849483596,24588
2020-08-30__1H__rosenborg__A,24.0,15583710.946859945,12419004.97228285,3161691.0889405957,3014.8856365024258,24578
2020-08-30__1H__rosenborg__A,25.0,16046867.774494302,12822768.265756475,3220373.9700828507,3725.5386549765753,24568
2020-08-30__1H__rosenborg__A,26.0,16487434.537107373,13208757.519938715,3274199.8674916592,4477.149676998086,24558
2020-08-30__1H__rosenborg__A,27.0,16905839.749443732,13576888.417789543,3323747.015046194,5204.316607994548,24548
2020-08-30__1H__rosenborg__A,28.0,17302228.27271749,13927132.416136846,3369269.6882765307,5826.168304115847,24538
2020-08-30__1H__rosenborg__A,29.0,17676916.189071007,14259532.079114523,3411097.2019978655,6286.907958620046,24528
2020-08-30__1H__rosenborg__A,30.0,18030171.172496162,14573818.09797486,3449681.6421340583,6671.432387244102,24518
2020-08-30__1H__rosenborg__A,31.0,18362647.93768339,14870670.110410828,3485376.649248803,6601.1780237610765,24508
2020-08-30__1H__rosenborg__A,32.0,18675514.575429834,15150822.685160177,3518337.538399233,6354.351870421233,24498
2020-08-30__1H__rosenborg__A,33.0,18970414.670485403,15415924.524545234,3548584.797980682,5905.3479594900855,24488
2020-08-30__1H__rosenborg__A,34.0,19249564.704470016,15667820.895176983,3576432.0951619516,5311.714131078377,24478
2020-08-30__1H__rosenborg__A,35.0,19515331.257449366,15908279.933242064,3602264.413062191,4786.911145111269,24468
2020-08-30__1H__rosenborg__A,36.0,19769811.72341765,16138822.738238791,3626731.6287989146,4257.356379943914,24458
2020-08-30__1H__rosenborg__A,37.0,20014903.796538964,16360753.605700005,3650418.840039676,3731.3507992790474,24448
2020-08-30__1H__rosenborg__A,38.0,20251817.041701272,16575002.75280767,3673681.173326445,3133.115567155728,24438
2020-08-30__1H__rosenborg__A,39.0,20481258.07718015,16782514.527475536,3696407.2755084536,2336.274196163271,24428
2020-08-30__1H__rosenborg__A,40.0,20704046.60537198,16984430.859544605,3718322.336980697,1293.4088466850517,24418
2020-08-30__1H__rosenborg__A,41.0,20921637.54314003,17182020.31388765,3739252.1809124686,365.04833991718624,24408
2020-08-30__1H__rosenborg__A,42.0,21136115.400792483,17376738.155783024,3759627.873511203,-250.62850174379855,24398
2020-08-30__1H__rosenborg__A,43.0,21349379.69516845,17569800.151654687,3780034.9993423102,-455.4558285459789,24388
2020-08-30__1H__rosenborg__A,44.0,21561795.449838333,17761595.87785791,3800497.6702694353,-298.0982890123414,24378
2020-08-30__1H__rosenborg__A,45.0,21773305.984631598,17951939.504379563,3821190.3364693737,176.14378266461426,24368
2020-08-30__1H__rosenborg__A,46.0,21983242.88717009,18140283.726367123,3842072.5598116093,886.6009913616581,24358
2020-08-30__1H__rosenborg__A,47.0,22190936.875561826,18326122.798126355,3862974.7100880276,1839.3673474422976,24348
2020-08-30__1H__rosenborg__A,48.0,22395855.305587873,18508918.064824797,3883847.349172543,3089.891590537991,24338
2020-08-30__1H__rosenborg__A,49.0,22597145.050551508,18687970.47681808,3904551.496524484,4623.077208942072,24328
2020-08-30__1H__rosenborg__A,50.0,22793151.040091105,18862133.642291475,3924930.376074858,6087.02172476922,24318
2020-08-30__1H__rosenborg__A,51.0,22980932.611580957,19029343.74960512,3944568.647209784,7020.214766056684,24308
2020-08-30__1H__rosenborg__A,52.0,23158397.58757887,19187517.413415365,3963329.5821515764,7550.592011927525,24298
2020-08-30__1H__rosenborg__A,53.0,23324116.451530058,19334964.764269702,3981246.1163386973,7905.570921657651,24288
2020-08-30__1H__rosenborg__A,54.0,23476944.293056827,19470232.745076932,3998566.112089103,8145.43589079284,24278
2020-08-30__1H__rosenborg__A,55.0,23616587.79080749,19592762.05343266,4015421.6766455136,8404.060729312958,24268
2020-08-30__1H__rosenborg__A,56.0,23742861.733492553,19702383.008139934,4031612.2958379337,8866.42951467965,24258
2020-08-30__1H__rosenborg__A,57.0,23855186.623834595,19798775.460897766,4046989.376319168,9421.786617661157,24248
2020-08-30__1H__rosenborg__A,58.0,23952762.160203204,19881474.949209057,4061310.576631409,9976.63436273842,24238
2020-08-30__1H__rosenborg__A,59.0,24035325.076362286,19950659.616046622,4074202.463414809,10462.996900854341,24228
2020-08-30__1H__rosenborg__A,60.0,24103556.50798712,20007011.395051077,4085669.926745197,10875.186190845518,24218
2020-08-30__2H__rosenborg__A,1.0,119103.8254247787,68388.43070575097,55657.76928853995,-4942.374569512223,29723
2020-08-30__2H__rosenborg__A,2.0,448256.9952007049,259555.9461642382,198588.8707954184,-9887.821758951804,29702
2020-08-30__2H__rosenborg__A,3.0,937172.3736680478,553249.7583212771,398640.26195044874,-14717.646603678133,29681
2020-08-30__2H__rosenborg__A,4.0,1539375.9102951647,926633.7864179423,632064.9729734119,-19322.849096189144,29660
2020-08-30__2H__rosenborg__A,5.0,2217066.958050992,1358274.8503111517,882559.1921319925,-23767.084392152647,29639
2020-08-30__2H__rosenborg__A,6.0,2940659.5857075616,1829376.116903696,1139390.7845003337,-28107.315696468206,29618
2020-08-30__2H__rosenborg__A,7.0,3687896.814440591,2324378.7285797554,1395957.346306762,-32439.260445925313,29597
2020-08-30__2H__rosenborg__A,8.0,4442566.607532497,2831242.297886211,1648301.4430980117,-36977.133451725735,29576
2020-08-30__2H__rosenborg__A,9.0,5192983.211243733,3340955.369065188,1893742.0104592142,-41714.16828067033,29555
2020-08-30__2H__rosenborg__A,10.0,5931017.991347596,3847130.736476876,2130452.7408984774,-46565.48602775714,29534
2020-08-30__2H__rosenborg__A,11.0,6651386.234640083,4345495.723351217,2357393.7913561813,-51503.28006731706,29513
2020-08-30__2H__rosenborg__A,12.0,7350834.958141348,4833285.138722918,2573961.2816283363,-56411.46220990641,29492
2020-08-30__2H__rosenborg__A,13.0,8027878.221051643,5309071.70270498,2779915.6635040175,-61109.14515735507,29471
2020-08-30__2H__rosenborg__A,14.0,8682871.8300079,5772407.040974697,2975622.2955498686,-65157.50651666678,29450
2020-08-30__2H__rosenborg__A,15.0,9316386.023761403,6223211.623885851,3161392.2242645975,-68217.8243890451,29429
2020-08-30__2H__rosenborg__A,16.0,9929580.627701009,6661818.802406709,3337638.439984485,-69876.61469018474,29408
2020-08-30__2H__rosenborg__A,17.0,10523502.519938765,7088680.161362909,3504733.62037864,-69911.26180278313,29387
2020-08-30__2H__rosenborg__A,18.0,11098561.843744995,7504074.239590964,3663037.790006535,-68550.18585250778,29366
2020-08-30__2H__rosenborg__A,19.0,11654768.746639486,7908188.5636613695,3812740.9474211223,-66160.76444300757,29345
2020-08-30__2H__rosenborg__A,20.0,12192264.913127042,8300813.498756757,3954084.379936739,-62632.96556645329,29324
2020-08-30__2H__rosenborg__A,21.0,12711310.212343711,8681837.929409122,4087342.62326677,-57870.34033217732,29303
2020-08-30__2H__rosenborg__A,22.0,13211873.566741435,9051271.84812046,4212918.990426261,-52317.27180528843,29282
2020-08-30__2H__rosenborg__A,23.0,13694984.91648592,9409560.866842749,4331599.376696143,-46175.327052970184,29261
2020-08-30__2H__rosenborg__A,24.0,14161980.00357622,9757324.260903843,4444237.305335027,-39581.56266265287,29240
2020-08-30__2H__rosenborg__A,25.0,14613749.043324234,10094725.16166045,4551889.076538569,-32865.1948747811,29219
2020-08-30__2H__rosenborg__A,26.0,15051283.009750906,10421517.54643156,4655673.034886081,-25907.571566731043,29198
2020-08-30__2H__rosenborg__A,27.0,15475097.825600384,10737480.393737635,4756075.406823005,-18457.974960254272,29177
2020-08-30__2H__rosenborg__A,28.0,15885826.772978691,11042513.577113092,4853539.289232872,-10226.093367276364,29156
2020-08-30__2H__rosenborg__A,29.0,16284811.272924013,11337334.068358937,4948783.870284345,-1306.6657192682906,29135
2020-08-30__2H__rosenborg__A,30.0,16673837.572591873,11623370.856719775,5042456.422753581,8010.293118519665,29114
2020-08-30__2H__rosenborg__A,31.0,17054851.00703023,11902495.12695243,5134890.064244529,17465.815833267363,29093
2020-08-30__2H__rosenborg__A,32.0,17429618.442967035,12176731.54809442,5225905.2303449,26981.664527718734,29072
2020-08-30__2H__rosenborg__A,33.0,17799936.945061967,12448258.400136203,5315575.642309298,36102.90261646903,29051
2020-08-30__2H__rosenborg__A,34.0,18167425.258675918,12718691.587902639,5404060.0214301795,44673.649343098616,29030
2020-08-30__2H__rosenborg__A,35.0,18532826.159068126,12988663.058588492,5491188.739335248,52974.36114438389,29009
2020-08-30__2H__rosenborg__A,36.0,18896239.83878769,13258151.2308607,5576791.791038272,61296.81688872188,28988
2020-08-30__2H__rosenborg__A,37.0,19257694.873070337,13527101.124570997,5660970.729686377,69623.01881295726,28967
2020-08-30__2H__rosenborg__A,38.0,19617275.557492793,13795646.194945028,5743910.47433273,77718.88821503718,28946
2020-08-30__2H__rosenborg__A,39.0,19974893.809815507,14063520.087035136,5825810.2567371605,85563.46604320889,28925
2020-08-30__2H__rosenborg__A,40.0,20329730.882293105,14329809.204437872,5906611.830321838,93309.8475333977,28904
2020-08-30__2H__rosenborg__A,41.0,20680620.52016899,14593379.86549874,5986115.434127779,101125.22054247116,28883
2020-08-30__2H__rosenborg__A,42.0,21026331.672887977,14853271.226308612,6064057.332726366,109003.11385300309,28862
2020-08-30__2H__rosenborg__A,43.0,21365787.071257893,15108568.717431571,6140314.06535454,116904.28847178769,28841
2020-08-30__2H__rosenborg__A,44.0,21697471.296767887,15358153.459743557,6214483.74685855,124834.09016577288,28820
2020-08-30__2H__rosenborg__A,45.0,22019712.89349708,15600785.84525561,6286082.436038937,132844.6122025323,28799
