lag_s,msd_centroid,msd_centroid_ci_low,msd_centroid_ci_high,alpha_local_centroid,msd_player_abs,msd_player_abs_ci_low,msd_player_abs_ci_high,alpha_local_player_abs,msd_player_rel,msd_player_rel_ci_low,msd_player_rel_ci_high,alpha_local_player_rel,fit_window_flag,early_window_flag,n_bootstrap,bootstrap_unit
17.00912910519252,,,,,,,,,109.16356637356081,100.83165799691868,118.53799340281736,0.822187609568978,True,False,200,match_id+match_phase+team+source_key
18.0,300.87262400005517,284.4189013136748,321.40525955052976,1.0405274311744037,,,,,,,,,True,False,200,match_id+match_phase+team+source_key
18.000136077139604,,,,,406.6804152592744,393.767807207081,423.47917465553473,0.9748209339468303,,,,,True,False,200,match_id+match_phase+team+source_key
18.00971881787024,,,,,,,,,114.33859369092717,105.50683336556908,124.34627035052812,0.7983379875533956,True,False,200,match_id+match_phase+team+source_key
19.0,318.0464981321847,300.2911142218483,340.0401795157919,1.0126796080248823,,,,,,,,,True,False,200,match_id+match_phase+team+source_key
19.000139794656953,,,,,428.3930510433941,414.2830841219583,446.48877566719574,0.9492709740256657,,,,,True,False,200,match_id+match_phase+team+source_key
19.010315659924725,,,,,,,,,119.30933642300826,109.98844895747088,129.96270496399603,0.7761621996742818,True,False,200,match_id+match_phase+team+source_key
20.0,334.77518276005316,315.74131855972973,357.84449126355065,0.985839168979652,,,,,,,,,True,False,200,match_id+match_phase+team+source_key
20.000143527264708,,,,,449.4892226776129,434.1650136018591,468.86415273455077,0.9250333489203797,,,,,True,False,200,match_id+match_phase+team+source_key
20.010919776111514,,,,,,,,,124.08967771498487,114.29174156801515,135.3791475282839,0.7558806501207656,True,False,200,match_id+match_phase+team+source_key
21.0,351.0504456796762,330.77421154842216,375.1343994194835,0.9598621118127255,,,,,,,,,True,False,200,match_id+match_phase+team+source_key
21.000146126427946,,,,,469.97551623369344,453.42806158002327,490.6127445445558,0.9017409065823188,,,,,True,False,200,match_id+match_phase+team+source_key
21.01153016657397,,,,,,,,,128.69226585643796,118.42509638480486,140.6091418958657,0.7369050139576743,True,False,200,match_id+match_phase+team+source_key
22.0,366.86792703574287,345.19242661550066,391.89958693835433,0.9346823771590209,,,,,,,,,True,False,200,match_id+match_phase+team+source_key
22.00014873581516,,,,,489.8546216575476,472.08722123850566,511.74179972802204,0.8791809883118304,,,,,True,False,200,match_id+match_phase+team+source_key
22.012148127854946,,,,,,,,,133.12462962260346,122.39229840729233,145.6606878508806,0.7188705684445722,True,False,200,match_id+match_phase+team+source_key
23.0,382.2255937117347,359.0309820454328,408.1356144751736,0.9101695669538259,,,,,,,,,True,False,200,match_id+match_phase+team+source_key
23.000151355527212,,,,,509.131785489466,490.16508103916095,532.2576045914572,0.857361565097591,,,,,True,False,200,match_id+match_phase+team+source_key
23.01277381727607,,,,,,,,,137.39524932013018,126.19797022574907,150.54534503182498,0.7021023797778341,True,False,200,match_id+match_phase+team+source_key
24.0,397.1217393463771,372.3802082204762,423.8432719131266,0.8861745866873463,,,,,,,,,True,False,200,match_id+match_phase+team+source_key
24.000153985666806,,,,,527.816751400339,507.6979449212684,552.168576388665,0.8361828965196452,,,,,True,False,200,match_id+match_phase+team+source_key
24.013407396664043,,,,,,,,,141.5158200690091,129.84817824898113,155.2327151817962,0.68621809721445,True,False,200,match_id+match_phase+team+source_key
25.0,411.5551290094909,385.8639215211652,439.0305055980541,0.8626269459556255,,,,,,,,,True,False,200,match_id+match_phase+team+source_key
25.000156626338516,,,,,545.916089950069,524.705340096637,571.4777204589767,0.815272367348669,,,,,True,False,200,match_id+match_phase+team+source_key
25.014049032514468,,,,,,,,,145.4906263843881,133.35157331755667,159.7649940219991,0.6705263642432584,True,False,200,match_id+match_phase+team+source_key
26.0,425.5265120958661,398.98068369420025,453.70275220079174,0.8394611471736795,,,,,,,,,True,False,200,match_id+match_phase+team+source_key
26.000159277648866,,,,,563.4276918560968,541.2011362180587,590.177541510533,0.7946306211732121,,,,,True,False,200,match_id+match_phase+team+source_key
26.01469889616277,,,,,,,,,149.32300781792708,136.71422679518952,164.14733975334366,0.6552578283949089,True,False,200,match_id+match_phase+team+source_key
27.0,439.0366331728715,411.6916550763971,467.86457997327204,0.8166686688646791,,,,,,,,,True,False,200,match_id+match_phase+team+source_key
27.000161939706377,,,,,580.3613215440769,557.1948126163342,608.2778775571928,0.7743832831933446,,,,,True,False,200,match_id+match_phase+team+source_key
27.015357163962843,,,,,,,,,153.01983299842112,139.9402066675125,168.39369538605612,0.6401283890525349,True,False,200,match_id+match_phase+team+source_key
28.0,452.0893911068254,423.99876853730126,481.5106428807339,0.7944356193580262,,,,,,,,,True,False,200,match_id+match_phase+team+source_key
28.000164612621607,,,,,596.7238195338325,572.6906866947568,625.7841234004661,0.7545044994103023,,,,,True,False,200,match_id+match_phase+team+source_key
28.016024017473573,,,,,,,,,156.58138627619155,143.0343031322382,172.49867847063928,0.6247706047270043,True,False,200,match_id+match_phase+team+source_key
29.0,464.69457089498775,435.90860751380916,494.65826800387885,0.7730146272815404,,,,,,,,,True,False,200,match_id+match_phase+team+source_key
29.000167296507225,,,,,612.5263239280591,587.6968080231103,642.3884427829965,0.7352303576758601,,,,,True,False,200,match_id+match_phase+team+source_key
29.01669964365385,,,,,,,,,160.01011723295673,146.00544530434112,176.46184336328417,0.6096751713781288,True,False,200,match_id+match_phase+team+source_key
30.0,476.86688240464724,447.45162949547984,507.3197142891943,0.7526357534192556,,,,,,,,,True,False,200,match_id+match_phase+team+source_key
30.00016295442801,,,,,627.7878011016485,602.2275211130338,658.184220171933,0.7168082561611868,,,,,False,False,200,match_id+match_phase+team+source_key
30.0173771980163,,,,,,,,,163.31176378900088,148.86394368690327,180.28307004013348,0.5953606668254281,False,False,200,match_id+match_phase+team+source_key
31.0,488.6256706263942,458.6210519518696,519.6737728449278,0.7334426725861931,,,,,,,,,False,False,200,match_id+match_phase+team+source_key
31.000158854356638,,,,,642.5318315267788,616.2979083780689,673.38597812547,0.6993409804387198,,,,,False,False,200,match_id+match_phase+team+source_key
31.01810114120208,,,,,,,,,166.49455681985415,151.6205753156635,183.97025505732583,0.5815281801560275,False,False,200,match_id+match_phase+team+source_key
32.0,499.99197564474235,469.2332126936408,531.7440626042235,0.7156805003600653,,,,,,,,,False,False,200,match_id+match_phase+team+source_key
32.00015433000619,,,,,656.7831556567554,629.925797803152,688.0402251860977,0.6829529376473005,,,,,False,False,200,match_id+match_phase+team+source_key
32.01879846953174,,,,,,,,,169.56073909774605,154.27387716211254,187.52614294498892,0.5679394188891536,False,False,200,match_id+match_phase+team+source_key
33.0,510.9940095212947,479.41499214806805,543.3972812748584,0.6996511123174542,,,,,,,,,False,False,200,match_id+match_phase+team+source_key
33.00014969107936,,,,,670.5711857203576,643.1834543017643,702.1955989948115,0.6679507238385867,,,,,False,False,200,match_id+match_phase+team+source_key
33.019505270333255,,,,,,,,,172.51557087697597,156.82851815098402,190.9251658823863,0.555300946979159,False,False,200,match_id+match_phase+team+source_key
34.0,521.6631317403828,489.32917578875987,554.6674042350605,0.6850580533333641,,,,,,,,,False,False,200,match_id+match_phase+team+source_key
34.00015220993517,,,,,683.9337161899376,656.1235893397243,715.9038612058196,0.654030217012334,,,,,False,False,200,match_id+match_phase+team+source_key
34.02022903350058,,,,,,,,,175.36881464143826,159.2864146008738,194.2579429296224,0.5429875617325735,False,False,200,match_id+match_phase+team+source_key
35.0,532.0190011233095,498.99575108189003,565.5825620781451,0.6712992276669638,,,,,,,,,False,False,200,match_id+match_phase+team+source_key
35.00015473745016,,,,,696.888238008851,668.5666137490522,729.1868022822722,0.6407193267923645,,,,,False,False,200,match_id+match_phase+team+source_key
35.02096283423002,,,,,,,,,178.1190931317978,161.65100612612076,197.39641066780766,0.5305823165811603,False,False,200,match_id+match_phase+team+source_key
36.0,542.0744905312985,508.4191426201431,576.1646397186494,0.6580814185279706,,,,,,,,,False,False,200,match_id+match_phase+team+source_key
36.000157273690974,,,,,709.4528646042424,681.0023004598977,742.061393773004,0.627860560181503,,,,,False,False,200,match_id+match_phase+team+source_key
36.02170690396142,,,,,,,,,180.7712971280046,164.07110953384768,200.42905017050523,0.5185453941710279,False,False,200,match_id+match_phase+team+source_key
37.0,551.8403136598625,517.6019119061796,586.8456737908626,0.6452586018307755,,,,,,,,,False,False,200,match_id+match_phase+team+source_key
37.00015981872521,,,,,721.6389348402774,693.0821879418378,754.5388383363663,0.6152283115307711,,,,,False,False,200,match_id+match_phase+team+source_key
37.02246148147022,,,,,,,,,183.3288062738696,166.3990222080284,203.3645171047138,0.5063356893544722,False,False,200,match_id+match_phase+team+source_key
38.0,561.3249792923773,526.5455733440664,597.3980565541684,0.632701733616031,,,,,,,,,False,False,200,match_id+match_phase+team+source_key
38.000160964226176,,,,,733.4554321792176,704.4614772230494,766.629905177282,0.6026699856682853,,,,,False,False,200,match_id+match_phase+team+source_key
38.02322540476723,,,,,,,,,185.7909531641719,168.63732734090667,206.3057510710941,0.494040826755338,False,False,200,match_id+match_phase+team+source_key
39.0,570.5353480984413,535.2481008740567,607.7140958923501,0.6201435720087716,,,,,,,,,False,False,200,match_id+match_phase+team+source_key
39.00016211288637,,,,,744.9077098447599,715.4128805714706,778.3360857736598,0.5899625503394077,,,,,False,False,200,match_id+match_phase+team+source_key
