length_l,centroid_ccdf,centroid_ci_low,centroid_ci_high,player_ccdf,player_ci_low,player_ci_high,null_ccdf,n_centroid_at_risk,n_player_at_risk,reliable_support_flag,n_bootstrap,bootstrap_unit
0.08618280701225256,0.9488374673991454,0.9419778088099552,0.9549101814475865,0.94384115882503,0.9342377672082106,0.9507395094860926,0.9867853344735358,17099,292301,True,200,match_id+match_phase+team+source_key
0.09154172051172633,0.9452860551578713,0.938002734059126,0.9517615078713995,0.9414936727662556,0.9315740539570112,0.9487348866444436,0.9859694271684681,17035,291574,True,200,match_id+match_phase+team+source_key
0.0972338553913155,0.9412352255701681,0.9335985726195095,0.9479998568589387,0.9360560296810067,0.925597742801588,0.9440302661261133,0.9851035249507227,16962,289890,True,200,match_id+match_phase+team+source_key
0.1032799316137844,0.9362965429221464,0.9276614609689201,0.9436858555769693,0.931838950186152,0.9211037847003573,0.9402211991117766,0.9841846131042329,16873,288584,True,200,match_id+match_phase+team+source_key
0.10970195752518401,0.9319127684368237,0.9229628589853931,0.9395195789511172,0.9279512291204516,0.916948952373325,0.9368382101142188,0.9832095013651805,16794,287380,True,200,match_id+match_phase+team+source_key
0.11652330996752007,0.9268631041562622,0.9180375592327524,0.9348087420805519,0.9223392198080034,0.9110192630977154,0.93174441418036,0.9821748145049771,16703,285642,True,200,match_id+match_phase+team+source_key
0.12376881937288829,0.9222573664058599,0.9124685530387181,0.9305489590924498,0.9181124533005266,0.9065780624450904,0.927945544752477,0.981076982514271,16620,284333,True,200,match_id+match_phase+team+source_key
0.1314648601488288,0.9166527939625992,0.9065420777800073,0.925373821532811,0.9129202145350396,0.9012256249724501,0.9229597598216064,0.9799122303860028,16519,282725,True,200,match_id+match_phase+team+source_key
0.1396394466839115,0.9110482215193385,0.9008071711381896,0.9197180141361564,0.9074373653908872,0.8953416529450055,0.9177583262225835,0.9786765674981263,16418,281027,True,200,match_id+match_phase+team+source_key
0.1483223353230234,0.9045557960157594,0.8933893239053244,0.9136071762825287,0.9028812404542563,0.8903736203674697,0.9134418365529924,0.9773657765996708,16301,279616,True,200,match_id+match_phase+team+source_key
