track_type,k,tau_s,weighted_msd,n_pairs,n_entities,msd_m2
player_rel,105,105.0720459881153,236959501.39738145,954502,482,248.2545886728173
player_rel,106,106.07197321943168,237248669.42607588,953970,482,248.69615336548935
player_rel,107,107.07190000086828,237536468.6185549,953438,482,249.1367751427517
player_rel,108,108.07182632834366,237821444.46486604,952906,482,249.57492603138823
player_rel,109,109.0717521977289,238105018.5758442,952374,482,250.01209459292693
player_rel,110,110.07182662273658,238346479.18107873,951842,481,250.40550761689306
player_rel,111,111.0719008894121,238582495.78657916,951312,480,250.79311076342898
player_rel,112,112.0718250445614,238812370.99161184,950783,480,251.17442254606135
player_rel,113,113.07174872263923,239030849.1240256,950254,480,251.5441651642883
player_rel,114,114.07167191925242,239239101.93663126,949725,480,251.90355306707863
player_rel,115,115.07159462995665,239439711.99638918,949196,480,252.25528973614425
player_rel,116,116.07151685025569,239638542.32446668,948668,480,252.60527637115058
player_rel,117,117.07143857560104,239832107.96659136,948140,480,252.95010016093758
player_rel,118,118.07165837796599,240021451.52118745,947612,478,253.29085271312252
player_rel,119,119.07157876783685,240210690.11788687,947086,478,253.63133877798518
player_rel,120,120.07149864665874,240401478.91679087,946561,478,253.97357266651687
