track_type,k,tau_s,msd_m2,ci_low,ci_high,n_bootstrap,bootstrap_unit
player_rel,17,17.00912910519252,109.16356637356081,100.83165799691868,118.53799340281736,200,match_id+match_phase+team+source_key
player_rel,18,18.00971881787024,114.33859369092717,105.50683336556908,124.34627035052812,200,match_id+match_phase+team+source_key
player_rel,19,19.010315659924725,119.30933642300826,109.98844895747088,129.96270496399603,200,match_id+match_phase+team+source_key
player_rel,20,20.010919776111514,124.08967771498487,114.29174156801515,135.3791475282839,200,match_id+match_phase+team+source_key
player_rel,21,21.01153016657397,128.69226585643796,118.42509638480486,140.6091418958657,200,match_id+match_phase+team+source_key
player_rel,22,22.012148127854946,133.12462962260346,122.39229840729233,145.6606878508806,200,match_id+match_phase+team+source_key
player_rel,23,23.01277381727607,137.39524932013018,126.19797022574907,150.54534503182498,200,match_id+match_phase+team+source_key
player_rel,24,24.013407396664043,141.5158200690091,129.84817824898113,155.2327151817962,200,match_id+match_phase+team+source_key
player_rel,25,25.014049032514468,145.4906263843881,133.35157331755667,159.7649940219991,200,match_id+match_phase+team+source_key
player_rel,26,26.01469889616277,149.32300781792708,136.71422679518952,164.14733975334366,200,match_id+match_phase+team+source_key
player_rel,27,27.015357163962843,153.01983299842112,139.9402066675125,168.39369538605612,200,match_id+match_phase+team+source_key
player_rel,28,28.016024017473573,156.58138627619155,143.0343031322382,172.49867847063928,200,match_id+match_phase+team+source_key
player_rel,29,29.01669964365385,160.01011723295673,146.00544530434112,176.46184336328417,200,match_id+match_phase+team+source_key
player_rel,30,30.0173771980163,163.31176378900088,148.86394368690327,180.28307004013348,200,match_id+match_phase+team+source_key
player_rel,31,31.01810114120208,166.49455681985415,151.6205753156635,183.97025505732583,200,match_id+match_phase+team+source_key
player_rel,32,32.01879846953174,169.56073909774605,154.27387716211254,187.52614294498892,200,match_id+match_phase+team+source_key
player_rel,33,33.019505270333255,172.51557087697597,156.82851815098402,190.9251658823863,200,match_id+match_phase+team+source_key
player_rel,34,34.02022903350058,175.36881464143826,159.2864146008738,194.2579429296224,200,match_id+match_phase+team+source_key
player_rel,35,35.02096283423002,178.1190931317978,161.65100612612076,197.39641066780766,200,match_id+match_phase+team+source_key
player_rel,36,36.02170690396142,180.7712971280046,164.07110953384768,200.42905017050523,200,match_id+match_phase+team+source_key
player_rel,37,37.02246148147022,183.3288062738696,166.3990222080284,203.3645171047138,200,match_id+match_phase+team+source_key
player_rel,38,38.02322540476723,185.7909531641719,168.63732734090667,206.3057510710941,200,match_id+match_phase+team+source_key
player_rel,39,39.02400033082136,188.1617466938808,170.7902795005297,209.15132453346155,200,match_id+match_phase+team+source_key
player_rel,40,40.02478652220738,190.44331687267137,172.86170685433058,211.8032979543789,200,match_id+match_phase+team+source_key
player_rel,41,41.02563721956675,192.63890900106358,174.7626944174061,214.36659493456187,200,match_id+match_phase+team+source_key
player_rel,42,42.026448440193285,194.7488596687588,176.57787609229635,216.84352718796617,200,match_id+match_phase+team+source_key
player_rel,43,43.02727179201776,196.7734562820309,178.33082369021832,219.2327698866686,200,match_id+match_phase+team+source_key
player_rel,44,44.02810757487265,198.71574249695155,180.02420526417953,221.53372703439314,200,match_id+match_phase+team+source_key
player_rel,45,45.02895609875929,200.57922202645858,181.6593573835786,223.74491188223925,200,match_id+match_phase+team+source_key
player_rel,46,46.02981768428532,202.3675556023173,183.23316661422996,225.86772051187143,200,match_id+match_phase+team+source_key
player_rel,47,47.030692663124796,204.08407563422827,184.74563314169126,227.90192885953158,200,match_id+match_phase+team+source_key
player_rel,48,48.031581378502636,205.731670240224,186.20080263692907,229.8456119785482,200,match_id+match_phase+team+source_key
player_rel,49,49.03248418570471,207.31618494238916,187.59900013306955,231.70502339351296,200,match_id+match_phase+team+source_key
player_rel,50,50.033401452615266,208.84053138483955,188.94413970837846,233.48251152043153,200,match_id+match_phase+team+source_key
player_rel,51,51.03433356028339,210.308032849478,190.23766202710175,235.18321202747686,200,match_id+match_phase+team+source_key
player_rel,52,52.03528090352041,211.7175452027946,191.48084281622445,236.80569573601724,200,match_id+match_phase+team+source_key
player_rel,53,53.036243891530084,213.06870873557665,192.45742827920438,238.35180440822475,200,match_id+match_phase+team+source_key
player_rel,54,54.03722294857391,214.35962193603413,193.56983651484236,239.8243784083654,200,match_id+match_phase+team+source_key
player_rel,55,55.03821851467367,215.5930575771686,194.70468875811378,241.22857896353045,200,match_id+match_phase+team+source_key
player_rel,56,56.03923104635372,216.77445117889275,195.80180234812704,242.57231839012073,200,match_id+match_phase+team+source_key
player_rel,57,57.040261017425756,217.90946351678116,196.86448957344558,243.86370040954696,200,match_id+match_phase+team+source_key
player_rel,58,58.04130891981885,219.00127657439114,197.89156813007824,245.1104290211048,200,match_id+match_phase+team+source_key
player_rel,59,59.04237522562384,220.05083385599298,198.88178003773896,246.31699893650375,200,match_id+match_phase+team+source_key
player_rel,60,60.043460504247925,221.06260604441715,199.8243375449924,247.48871014502947,200,match_id+match_phase+team+source_key
player_rel,61,61.044565307450426,222.0353171719419,200.7180332851075,248.62267549221013,200,match_id+match_phase+team+source_key
player_rel,62,62.045690208946155,222.967775347861,201.5761902099592,249.7179367925779,200,match_id+match_phase+team+source_key
player_rel,63,63.0468358055131,223.86034308175286,202.39663196702276,250.7733180931421,200,match_id+match_phase+team+source_key
player_rel,64,64.04800271816801,224.71479291038898,203.18125373815187,251.78630395887996,200,match_id+match_phase+team+source_key
player_rel,65,65.04919159341475,225.53032837561668,203.9321135675874,252.75614383912765,200,match_id+match_phase+team+source_key
player_rel,66,66.05007620035346,226.31228794487578,204.65268043197437,253.68599519066046,200,match_id+match_phase+team+source_key
player_rel,67,67.05097718933315,227.06324893236808,205.34659129700745,254.57589133865451,200,match_id+match_phase+team+source_key
player_rel,68,68.05156816303324,227.78973535872558,206.02143084567487,255.4345435312206,200,match_id+match_phase+team+source_key
player_rel,69,69.052169598724,228.49726530043526,206.55007250318917,256.2629088850684,200,match_id+match_phase+team+source_key
player_rel,70,70.05278182323026,229.1906294101149,206.92326620838236,257.065615177216,200,match_id+match_phase+team+source_key
player_rel,71,71.0534051775942,229.87391717396284,207.2891312248415,257.8423098806788,200,match_id+match_phase+team+source_key
player_rel,72,72.05404001786337,230.54781299153146,207.65103656109932,258.6000768895947,200,match_id+match_phase+team+source_key
player_rel,73,73.05468671593198,231.21619327098372,208.01388971545214,259.3456396481057,200,match_id+match_phase+team+source_key
player_rel,74,74.05530659641343,231.87883036905302,208.37977776751347,260.08422781947195,200,match_id+match_phase+team+source_key
player_rel,75,75.0559389326345,232.53556326488885,208.748647606207,260.81834897412057,200,match_id+match_phase+team+source_key
player_rel,76,76.05658414817896,233.18706322566038,209.11898970009904,261.5509230674438,200,match_id+match_phase+team+source_key
player_rel,77,77.05724268644872,233.8300938558215,209.4896852551683,262.2809835281244,200,match_id+match_phase+team+source_key
player_rel,78,78.05791501184247,234.46492869787627,209.85834812910602,263.0112333447282,200,match_id+match_phase+team+source_key
player_rel,79,79.05860161101941,235.0906578670619,210.22132494702785,263.74174975311826,200,match_id+match_phase+team+source_key
player_rel,80,80.05930299425538,235.70911855509425,210.57965782448667,264.4764759512328,200,match_id+match_phase+team+source_key
player_rel,81,81.06014421909242,236.31885578777056,210.9500403005532,265.21376627983256,200,match_id+match_phase+team+source_key
player_rel,82,82.06087832301775,236.91907116506903,211.33335878455458,265.9504877548643,200,match_id+match_phase+team+source_key
player_rel,83,83.06162893282723,237.51050765894422,211.6925379200124,266.68200171851663,200,match_id+match_phase+team+source_key
player_rel,84,84.06239667026078,238.09530719906917,212.03325618952636,267.4107502853231,200,match_id+match_phase+team+source_key
player_rel,85,85.06318218922048,238.66786561112204,212.35731665693507,268.12643537134267,200,match_id+match_phase+team+source_key
player_rel,86,86.06393724654612,239.23554419651705,212.66559614243576,268.8358893530933,200,match_id+match_phase+team+source_key
player_rel,87,87.0647111896034,239.79299505232296,212.95766904697504,269.52909360084,200,match_id+match_phase+team+source_key
player_rel,88,88.06550477923437,240.34036898757788,213.23199741620638,270.20398020861194,200,match_id+match_phase+team+source_key
player_rel,89,89.06631881794863,240.8735178930758,213.48943290271333,270.8560896024811,200,match_id+match_phase+team+source_key
player_rel,90,90.06715415281867,241.39211088226054,213.75912484789077,271.48591112841234,200,match_id+match_phase+team+source_key
player_rel,91,91.06801167862025,241.89580171484232,214.0240715758654,272.09359438577746,200,match_id+match_phase+team+source_key
player_rel,92,92.06889234124218,242.38518712142263,214.27598007355718,272.6803418459279,200,match_id+match_phase+team+source_key
player_rel,93,93.06979714139285,242.86192199236064,214.51424436421962,273.25283114558715,200,match_id+match_phase+team+source_key
player_rel,94,94.07072713863448,243.32657480065956,214.73854441523545,273.8127251376122,200,match_id+match_phase+team+source_key
player_rel,95,95.07168345577867,243.7796763126115,214.94833701120805,274.35931030607685,200,match_id+match_phase+team+source_key
player_rel,96,96.07266728368245,244.2270260419258,215.14413509788758,274.89854222036115,200,match_id+match_phase+team+source_key
player_rel,97,97.07259992777092,244.66983845661306,215.32770529111428,275.43568795791043,200,match_id+match_phase+team+source_key
player_rel,98,98.07253216131507,245.11187790640443,215.50239197074382,275.9765057894347,200,match_id+match_phase+team+source_key
player_rel,99,99.0724639806556,245.5540017340627,215.67051958199974,276.52294759031776,200,match_id+match_phase+team+source_key
player_rel,100,100.072395382091,245.99953985929687,215.83735051383823,277.0805458540168,200,match_id+match_phase+team+source_key
player_rel,101,101.07232636187706,246.4508278825664,216.00740200892548,277.65342968886927,200,match_id+match_phase+team+source_key
player_rel,102,102.07225691622618,246.90504485512375,216.17941500958858,278.2382599183624,200,match_id+match_phase+team+source_key
player_rel,103,103.072187041307,247.36061308177503,216.35244934775903,278.83091231285283,200,match_id+match_phase+team+source_key
player_rel,104,104.07211673324366,247.8151775652366,216.52417841307968,279.42786487611653,200,match_id+match_phase+team+source_key
player_rel,105,105.0720459881153,248.2545886728173,216.69383289918704,280.0130447283215,200,match_id+match_phase+team+source_key
player_rel,106,106.07197321943168,248.69615336548935,216.86320113193733,280.60414188747154,200,match_id+match_phase+team+source_key
player_rel,107,107.07190000086828,249.1367751427517,217.03127901613726,281.1950206349453,200,match_id+match_phase+team+source_key
player_rel,108,108.07182632834366,249.57492603138823,217.202687404889,281.7863033922117,200,match_id+match_phase+team+source_key
player_rel,109,109.0717521977289,250.01209459292693,217.376707782586,282.3796475177885,200,match_id+match_phase+team+source_key
player_rel,110,110.07182662273658,250.40550761689306,217.52469092253577,282.8867315971448,200,match_id+match_phase+team+source_key
player_rel,111,111.0719008894121,250.79311076342898,217.67458341449756,283.38521665651297,200,match_id+match_phase+team+source_key
player_rel,112,112.0718250445614,251.17442254606135,217.82415136178213,283.87893680894666,200,match_id+match_phase+team+source_key
player_rel,113,113.07174872263923,251.5441651642883,217.97405415129788,284.35876720813303,200,match_id+match_phase+team+source_key
player_rel,114,114.07167191925242,251.90355306707863,218.12717012175773,284.8284447288215,200,match_id+match_phase+team+source_key
player_rel,115,115.07159462995665,252.25528973614425,218.288866939851,285.29419832525997,200,match_id+match_phase+team+source_key
player_rel,116,116.07151685025569,252.60527637115058,218.46340656777122,285.7609650469189,200,match_id+match_phase+team+source_key
player_rel,117,117.07143857560104,252.95010016093758,218.6450624411021,286.22586512123576,200,match_id+match_phase+team+source_key
player_rel,118,118.07165837796599,253.29085271312252,218.8357542891007,286.69004601030815,200,match_id+match_phase+team+source_key
player_rel,119,119.07157876783685,253.63133877798518,219.03684243915123,287.16327684685535,200,match_id+match_phase+team+source_key
player_rel,120,120.07149864665874,253.97357266651687,219.25043779451258,287.6491081612444,200,match_id+match_phase+team+source_key
