match_id,match_phase,team,source_key,t0,t1,n_players,centroid_displacement_m,median_player_displacement_m,selection_score,stadium_name,home,away,score,trajectory_source,n_players_plotted,window_duration_s,active_depth_m,pitch_style
2021-10-16,2H,rosenborg,A,2021-10-16T16:00:00,2021-10-16T16:00:20,11,23.47136048000991,25.89980296214203,25.12136048000991,Klepp Stadion,Klepp,Rosenborg,0 - 3,analysis/levy_paper/data/processed/all_team_2020_2021_sticky_active/trajectory_long_2020_2021_all_teams_pitchfix_sticky_active.parquet,11,20,6.0,bright active-zone green and red bench-strip draw_pitch styling with outer box
