duration_s,empirical_ccdf,model,model_source_name,model_label,plot_label,model_ccdf,n_parameters,n,param_p,param_mean_duration_on_support,param_mu,param_sigma,param_shape,param_scale,param_alpha,param_tc,param_beta,support,sample_size,pooled_or_heldout_status,uncertainty_definition,contrast_direction
57,0.0001578871824314,interval_lognormal,lognormal,interval log-normal,log-normal,0.0113489924143173,2,69670,,,0.1640213681743866,1.6060435019380483,,,,,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
58,0.0001291804219893,interval_lognormal,lognormal,interval log-normal,log-normal,0.0110136477456178,2,69670,,,0.1640213681743866,1.6060435019380483,,,,,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
59,0.0001148270417683,interval_lognormal,lognormal,interval log-normal,log-normal,0.0106926126331388,2,69670,,,0.1640213681743866,1.6060435019380483,,,,,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
60,0.0001004736615472,interval_lognormal,lognormal,interval log-normal,log-normal,0.0103850823907263,2,69670,,,0.1640213681743866,1.6060435019380483,,,,,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
61,7.176690110521028e-05,interval_lognormal,lognormal,interval log-normal,log-normal,0.0100903085756781,2,69670,,,0.1640213681743866,1.6060435019380483,,,,,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
62,7.176690110521028e-05,interval_lognormal,lognormal,interval log-normal,log-normal,0.0098075942939082,2,69670,,,0.1640213681743866,1.6060435019380483,,,,,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
63,4.306014066312616e-05,interval_lognormal,lognormal,interval log-normal,log-normal,0.0095362899599058,2,69670,,,0.1640213681743866,1.6060435019380483,,,,,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
1,1.0,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,1.0000000000000002,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
2,0.5813836658533085,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.6282889323555993,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
3,0.4688244581598966,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.4669037726057319,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
4,0.3910147839816277,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.3701372857660597,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
5,0.3335582029567963,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.3039173898873967,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
6,0.287369025405483,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.2551976255523747,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
7,0.2486436055691115,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.2176729743504883,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
8,0.2166786278168508,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.1878426919505864,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
9,0.1882158748385244,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.1635739660529391,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
10,0.1646189177551313,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.1434778732506852,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
11,0.1434476819290943,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.1266033910639838,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
12,0.1255777235538969,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.1122733523802948,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
13,0.1099899526338452,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0999902312959332,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
14,0.0964116549447394,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0893789868662412,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
15,0.0852734318932108,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0801508032608841,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
16,0.0752978326395866,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0720792149204093,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
17,0.0668149849289507,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0649838843910625,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
18,0.0592651069326826,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0587192790457618,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
19,0.0530357399167503,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0531665807677252,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
20,0.0475240419118702,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.048227786423561,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
21,0.0420554040476532,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.04382132780782,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
22,0.0375197358978039,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0398787673473126,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
23,0.0334146691545859,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0363422695121599,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
24,0.0296110233960097,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0331626408416409,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
25,0.0263815128462753,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0302977930050513,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
26,0.0233816563800775,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0277115248466367,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
27,0.0205971006171953,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0253725479161804,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
28,0.0176403042916606,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0232536999455662,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
29,0.0154298837376202,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0213313048960085,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
30,0.0135352375484426,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0195846483934673,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
31,0.0115831778383809,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0179955447990748,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
32,0.0100043060140663,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0165479776408262,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
33,0.0086407348930673,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0152277992186092,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
34,0.0074637577149418,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0140224782724748,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
35,0.0064159609588057,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0129208869446592,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
36,0.005468637864217,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0119131200616719,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
37,0.004794028993828,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0109903411520484,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
38,0.004105066743218,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.010144650698544,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
39,0.0034591646332711,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0093689729742549,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
40,0.0028706760442084,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0086569584849021,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
41,0.0025261949189034,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.008002899574988,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
42,0.0022104205540404,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0074016571843724,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
43,0.0019233529496196,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0068485970872368,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
44,0.0016649921056408,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0063395342251846,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
45,0.0012918042198937,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0058706839740024,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
46,0.0010765035165781,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0054386193699813,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
47,0.0008181426725993,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0050402334749051,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
48,0.0007176690110521,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0046727061853212,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
49,0.0006171953495048,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0043334748966242,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
50,0.0005454284483995,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0040202085198352,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
51,0.0004736615472943,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0037307844219805,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
52,0.0004162480264102,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0034632679222346,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
53,0.0003157743648629,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0032158940275748,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
54,0.0002583608439787,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0029870511352748,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
55,0.0001722405626525,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0027752664664965,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
56,0.0001578871824314,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.002579193026649,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
57,0.0001578871824314,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0023975979149613,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
58,0.0001291804219893,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0022293518286209,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
59,0.0001148270417683,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0020734196264707,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
60,0.0001004736615472,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0019288518341478,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
61,7.176690110521028e-05,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0017947769871053,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
62,7.176690110521028e-05,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0016703947205407,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
63,4.306014066312616e-05,conventional_truncated_power_law,truncated_power_law,conventional truncated power law,conventional truncated power law,0.0015549695261508,2,69670,,,,,,,1.122176174185074,17.702311863913568,,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
1,1.0,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,1.0,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
2,0.5813836658533085,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.6148560530592201,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
3,0.4688244581598966,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.4613425273348164,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
4,0.3910147839816277,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.3717717054130974,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
5,0.3335582029567963,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.3107171861003003,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
6,0.287369025405483,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.2654227087008241,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
7,0.2486436055691115,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.2299896302598547,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
8,0.2166786278168508,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.2012522794558104,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
9,0.1882158748385244,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.1773335976191881,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
10,0.1646189177551313,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.1570378349879165,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
11,0.1434476819290943,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.1395607879534168,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
12,0.1255777235538969,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.124338034665789,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
13,0.1099899526338452,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.1109595252167289,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
14,0.0964116549447394,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0991186846361098,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
15,0.0852734318932108,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.088580633339397,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
16,0.0752978326395866,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0791615590755314,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
17,0.0668149849289507,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0707148816216373,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
18,0.0592651069326826,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0631217106336818,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
19,0.0530357399167503,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0562841047195591,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
20,0.0475240419118702,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0501202099396331,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
21,0.0420554040476532,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0445606907455824,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
22,0.0375197358978039,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0395460694634481,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
23,0.0334146691545859,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0350247171935956,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
24,0.0296110233960097,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0309513201511251,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
25,0.0263815128462753,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.027285698602918,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
26,0.0233816563800775,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0239918910547601,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
27,0.0205971006171953,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0210374404932256,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
28,0.0176403042916606,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0183928361941825,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
29,0.0154298837376202,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0160310763468863,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
30,0.0135352375484426,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0139273251097978,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
31,0.0115831778383809,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0120586437653563,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
32,0.0100043060140663,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0104037800815681,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
33,0.0086407348930673,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0089430032978135,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
34,0.0074637577149418,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0076579746605801,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
35,0.0064159609588057,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0065316453711692,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
36,0.005468637864217,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0055481753323615,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
37,0.004794028993828,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.004692867307459,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
38,0.004105066743218,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0039521121124107,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
39,0.0034591646332711,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0033133413054059,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
40,0.0028706760442084,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0027649845568327,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
