age_start_s,age_mid_s,n_at_risk,n_terminated,termination_probability,n_clusters,ci_low,ci_high,variant,quantity,duration_s,ccdf
,,,,,,,,low_speed_guard_0p25,ccdf,56.0,0.0076806531711628
,,,,,,,,low_speed_guard_0p25,ccdf,57.0,0.007217709692353
,,,,,,,,low_speed_guard_0p25,ccdf,58.0,0.0068178948697445
,,,,,,,,low_speed_guard_0p25,ccdf,59.0,0.0063128656201338
,,,,,,,,low_speed_guard_0p25,ccdf,60.0,0.0059340936829258
,,,,,,,,low_speed_guard_0p25,ccdf,61.0,0.0056184504019191
,,,,,,,,low_speed_guard_0p25,ccdf,62.0,0.0054501073187155
,,,,,,,,low_speed_guard_0p25,ccdf,63.0,0.0051344640377088
,,,,,,,,low_speed_guard_0p25,ccdf,64.0,0.0047977778713017
,,,,,,,,low_speed_guard_0p25,ccdf,65.0,0.0046504776734985
,,,,,,,,low_speed_guard_0p25,ccdf,66.0,0.0043558772778923
,,,,,,,,low_speed_guard_0p25,ccdf,67.0,0.0041033626530869
,,,,,,,,low_speed_guard_0p25,ccdf,68.0,0.003871890913682
,,,,,,,,low_speed_guard_0p25,ccdf,69.0,0.0036193762888767
,,,,,,,,low_speed_guard_0p25,ccdf,70.0,0.0034510332056731
,,,,,,,,low_speed_guard_0p25,ccdf,71.0,0.0031985185808678
,,,,,,,,low_speed_guard_0p25,ccdf,72.0,0.0030512183830646
,,,,,,,,low_speed_guard_0p25,ccdf,73.0,0.0029460039560624
,,,,,,,,low_speed_guard_0p25,ccdf,74.0,0.0027355751020579
,,,,,,,,low_speed_guard_0p25,ccdf,75.0,0.0025461891334539
,,,,,,,,low_speed_guard_0p25,ccdf,76.0,0.002314717394049
,,,,,,,,low_speed_guard_0p25,ccdf,77.0,0.0021674171962459
,,,,,,,,low_speed_guard_0p25,ccdf,78.0,0.0019780312276419
,,,,,,,,low_speed_guard_0p25,ccdf,79.0,0.0018938596860401
,,,,,,,,low_speed_guard_0p25,ccdf,80.0,0.0018307310298388
,,,,,,,,low_speed_guard_0p50,ccdf,1.0,1.0
,,,,,,,,low_speed_guard_0p50,ccdf,2.0,0.6545852512312099
,,,,,,,,low_speed_guard_0p50,ccdf,3.0,0.5928477162262208
,,,,,,,,low_speed_guard_0p50,ccdf,4.0,0.5383525927833392
,,,,,,,,low_speed_guard_0p50,ccdf,5.0,0.4929990021566292
,,,,,,,,low_speed_guard_0p50,ccdf,6.0,0.4524736859046577
,,,,,,,,low_speed_guard_0p50,ccdf,7.0,0.4151350307400135
,,,,,,,,low_speed_guard_0p50,ccdf,8.0,0.3814980525960021
,,,,,,,,low_speed_guard_0p50,ccdf,9.0,0.3514018089934657
,,,,,,,,low_speed_guard_0p50,ccdf,10.0,0.32658447870731
,,,,,,,,low_speed_guard_0p50,ccdf,11.0,0.3057585219042714
,,,,,,,,low_speed_guard_0p50,ccdf,12.0,0.2863810474136543
,,,,,,,,low_speed_guard_0p50,ccdf,13.0,0.2677117198313323
,,,,,,,,low_speed_guard_0p50,ccdf,14.0,0.2519071683780217
,,,,,,,,low_speed_guard_0p50,ccdf,15.0,0.2389030160620594
,,,,,,,,low_speed_guard_0p50,ccdf,16.0,0.2250619628544758
,,,,,,,,low_speed_guard_0p50,ccdf,17.0,0.2131844078926191
,,,,,,,,low_speed_guard_0p50,ccdf,18.0,0.2023368847973734
,,,,,,,,low_speed_guard_0p50,ccdf,19.0,0.1910065342646538
,,,,,,,,low_speed_guard_0p50,ccdf,20.0,0.1820581324234718
,,,,,,,,low_speed_guard_0p50,ccdf,21.0,0.1722728296906685
,,,,,,,,low_speed_guard_0p50,ccdf,22.0,0.1642900827244343
,,,,,,,,low_speed_guard_0p50,ccdf,23.0,0.1560498277915473
,,,,,,,,low_speed_guard_0p50,ccdf,24.0,0.1492258666752502
,,,,,,,,low_speed_guard_0p50,ccdf,25.0,0.143045675475585
,,,,,,,,low_speed_guard_0p50,ccdf,26.0,0.1369942382592461
,,,,,,,,low_speed_guard_0p50,ccdf,27.0,0.1294299417388225
,,,,,,,,low_speed_guard_0p50,ccdf,28.0,0.1244729133807577
,,,,,,,,low_speed_guard_0p50,ccdf,29.0,0.1185502301477452
,,,,,,,,low_speed_guard_0p50,ccdf,30.0,0.1132069398397012
,,,,,,,,low_speed_guard_0p50,ccdf,31.0,0.1082177229858048
,,,,,,,,low_speed_guard_0p50,ccdf,32.0,0.1033572601152348
,,,,,,,,low_speed_guard_0p50,ccdf,33.0,0.098947436186307
,,,,,,,,low_speed_guard_0p50,ccdf,34.0,0.0937328998615894
,,,,,,,,low_speed_guard_0p50,ccdf,35.0,0.0891621334535037
,,,,,,,,low_speed_guard_0p50,ccdf,36.0,0.0851063829787234
,,,,,,,,low_speed_guard_0p50,ccdf,37.0,0.0813403289664274
,,,,,,,,low_speed_guard_0p50,ccdf,38.0,0.0777674059291209
,,,,,,,,low_speed_guard_0p50,ccdf,39.0,0.0738404094376669
,,,,,,,,low_speed_guard_0p50,ccdf,40.0,0.0695915279878971
,,,,,,,,low_speed_guard_0p50,ccdf,41.0,0.0664370553964013
,,,,,,,,low_speed_guard_0p50,ccdf,42.0,0.0637332217465477
,,,,,,,,low_speed_guard_0p50,ccdf,43.0,0.0604821836675572
,,,,,,,,low_speed_guard_0p50,ccdf,44.0,0.0575208420510509
,,,,,,,,low_speed_guard_0p50,ccdf,45.0,0.0549457623845237
,,,,,,,,low_speed_guard_0p50,ccdf,46.0,0.0526603791804808
,,,,,,,,low_speed_guard_0p50,ccdf,47.0,0.0511797083722277
,,,,,,,,low_speed_guard_0p50,ccdf,48.0,0.0488943251681848
,,,,,,,,low_speed_guard_0p50,ccdf,49.0,0.0465123764766472
,,,,,,,,low_speed_guard_0p50,ccdf,50.0,0.0444523127434255
,,,,,,,,low_speed_guard_0p50,ccdf,51.0,0.0423922490102037
,,,,,,,,low_speed_guard_0p50,ccdf,52.0,0.0405253162519715
,,,,,,,,low_speed_guard_0p50,ccdf,53.0,0.0385296295104129
,,,,,,,,low_speed_guard_0p50,ccdf,54.0,0.0366948852480123
,,,,,,,,low_speed_guard_0p50,ccdf,55.0,0.0348601409856117
,,,,,,,,low_speed_guard_0p50,ccdf,56.0,0.0333794701773586
,,,,,,,,low_speed_guard_0p50,ccdf,57.0,0.0316091029066211
,,,,,,,,low_speed_guard_0p50,ccdf,58.0,0.0301928090900312
,,,,,,,,low_speed_guard_0p50,ccdf,59.0,0.0291627772234203
,,,,,,,,low_speed_guard_0p50,ccdf,60.0,0.0280039913734831
,,,,,,,,low_speed_guard_0p50,ccdf,61.0,0.0266520745485563
,,,,,,,,low_speed_guard_0p50,ccdf,62.0,0.0253967232111243
,,,,,,,,low_speed_guard_0p50,ccdf,63.0,0.0244954453278398
,,,,,,,,low_speed_guard_0p50,ccdf,64.0,0.0231113400070814
,,,,,,,,low_speed_guard_0p50,ccdf,65.0,0.0221134966363021
,,,,,,,,low_speed_guard_0p50,ccdf,66.0,0.0215341037113335
,,,,,,,,low_speed_guard_0p50,ccdf,67.0,0.020632825828049
,,,,,,,,low_speed_guard_0p50,ccdf,68.0,0.0200212444072488
,,,,,,,,low_speed_guard_0p50,ccdf,69.0,0.0193130974989538
,,,,,,,,low_speed_guard_0p50,ccdf,70.0,0.0185083851031641
,,,,,,,,low_speed_guard_0p50,ccdf,71.0,0.017574918724048
,,,,,,,,low_speed_guard_0p50,ccdf,72.0,0.0169633373032478
,,,,,,,,low_speed_guard_0p50,ccdf,73.0,0.0160942479157948
,,,,,,,,low_speed_guard_0p50,ccdf,74.0,0.0155470434866578
,,,,,,,,low_speed_guard_0p50,ccdf,75.0,0.0149998390575208
,,,,,,,,low_speed_guard_0p50,ccdf,76.0,0.0142595036533942
,,,,,,,,low_speed_guard_0p50,ccdf,77.0,0.0134547912576045
,,,,,,,,low_speed_guard_0p50,ccdf,78.0,0.0128110213409727
,,,,,,,,low_speed_guard_0p50,ccdf,79.0,0.0125213248784884
,,,,,,,,low_speed_guard_0p50,ccdf,80.0,0.0119097434576882
,,,,,,,,rolling_median_3,ccdf,1.0,1.0
,,,,,,,,rolling_median_3,ccdf,2.0,0.657234707633961
,,,,,,,,rolling_median_3,ccdf,3.0,0.4864224233715056
,,,,,,,,rolling_median_3,ccdf,4.0,0.4062162042043821
,,,,,,,,rolling_median_3,ccdf,5.0,0.3444837854254011
,,,,,,,,rolling_median_3,ccdf,6.0,0.2943511947971141
,,,,,,,,rolling_median_3,ccdf,7.0,0.2554628820313773
,,,,,,,,rolling_median_3,ccdf,8.0,0.2216263462763514
,,,,,,,,rolling_median_3,ccdf,9.0,0.1926786269833039
,,,,,,,,rolling_median_3,ccdf,10.0,0.1682938030547695
,,,,,,,,rolling_median_3,ccdf,11.0,0.1465015333106176
,,,,,,,,rolling_median_3,ccdf,12.0,0.1285758729500303
,,,,,,,,rolling_median_3,ccdf,13.0,0.1125464807928771
,,,,,,,,rolling_median_3,ccdf,14.0,0.099183715796803
,,,,,,,,rolling_median_3,ccdf,15.0,0.087183893571947
,,,,,,,,rolling_median_3,ccdf,16.0,0.0770951541458645
,,,,,,,,rolling_median_3,ccdf,17.0,0.0685767618257507
,,,,,,,,rolling_median_3,ccdf,18.0,0.0608731722493
,,,,,,,,rolling_median_3,ccdf,19.0,0.0542214189419416
,,,,,,,,rolling_median_3,ccdf,20.0,0.0486659456896934
,,,,,,,,rolling_median_3,ccdf,21.0,0.0433475059628746
,,,,,,,,rolling_median_3,ccdf,22.0,0.0388883127657368
,,,,,,,,rolling_median_3,ccdf,23.0,0.0344883779499562
,,,,,,,,rolling_median_3,ccdf,24.0,0.0307402853291062
,,,,,,,,rolling_median_3,ccdf,25.0,0.0273477429964
,,,,,,,,rolling_median_3,ccdf,26.0,0.0237626109242826
,,,,,,,,rolling_median_3,ccdf,27.0,0.0209774670004888
,,,,,,,,rolling_median_3,ccdf,28.0,0.0182219522673738
,,,,,,,,rolling_median_3,ccdf,29.0,0.0159108753944386
,,,,,,,,rolling_median_3,ccdf,30.0,0.0136886860935393
,,,,,,,,rolling_median_3,ccdf,31.0,0.0119701930341772
,,,,,,,,rolling_median_3,ccdf,32.0,0.0103257729515118
,,,,,,,,rolling_median_3,ccdf,33.0,0.0088739426082576
,,,,,,,,rolling_median_3,ccdf,34.0,0.0077332187671293
,,,,,,,,rolling_median_3,ccdf,35.0,0.0067850846654123
,,,,,,,,rolling_median_3,ccdf,36.0,0.005822135968356
,,,,,,,,rolling_median_3,ccdf,37.0,0.0050962207967289
,,,,,,,,rolling_median_3,ccdf,38.0,0.0043703056251018
,,,,,,,,rolling_median_3,ccdf,39.0,0.003792536406868
,,,,,,,,rolling_median_3,ccdf,40.0,0.0032443963793128
,,,,,,,,rolling_median_3,ccdf,41.0,0.002844402305151
,,,,,,,,rolling_median_3,ccdf,42.0,0.0023851498496318
,,,,,,,,rolling_median_3,ccdf,43.0,0.0020295995614879
,,,,,,,,rolling_median_3,ccdf,44.0,0.0017925660360587
,,,,,,,,rolling_median_3,ccdf,45.0,0.0014814595339328
,,,,,,,,rolling_median_3,ccdf,46.0,0.0012888697945215
,,,,,,,,rolling_median_3,ccdf,47.0,0.0010962800551102
,,,,,,,,rolling_median_3,ccdf,48.0,0.0008740611250203
,,,,,,,,rolling_median_3,ccdf,49.0,0.0007111005762877
,,,,,,,,rolling_median_3,ccdf,50.0,0.0005481400275551
,,,,,,,,rolling_median_3,ccdf,51.0,0.0004888816461978
,,,,,,,,rolling_median_3,ccdf,52.0,0.0003555502881438
,,,,,,,,rolling_median_3,ccdf,53.0,0.0003407356928045
,,,,,,,,rolling_median_3,ccdf,54.0,0.0003111065021258
,,,,,,,,rolling_median_3,ccdf,55.0,0.0002518481207685
,,,,,,,,rolling_median_3,ccdf,56.0,0.0002074043347505
,,,,,,,,rolling_median_3,ccdf,57.0,0.0002074043347505
,,,,,,,,rolling_median_3,ccdf,58.0,0.0001777751440719
,,,,,,,,rolling_median_3,ccdf,59.0,0.0001777751440719
,,,,,,,,rolling_median_3,ccdf,60.0,0.0001481459533932
,,,,,,,,rolling_median_3,ccdf,61.0,0.0001185167627146
,,,,,,,,rolling_median_3,ccdf,62.0,0.0001037021673752
,,,,,,,,rolling_median_3,ccdf,63.0,7.407297669664154e-05
,,,,,,,,rolling_median_3,ccdf,64.0,4.444378601798492e-05
,,,,,,,,rolling_median_3,ccdf,65.0,4.444378601798492e-05
,,,,,,,,rolling_median_3,ccdf,66.0,4.444378601798492e-05
,,,,,,,,rolling_median_3,ccdf,67.0,4.444378601798492e-05
,,,,,,,,rolling_median_3,ccdf,68.0,2.962919067865661e-05
,,,,,,,,rolling_median_3,ccdf,69.0,1.4814595339328304e-05
,,,,,,,,rolling_median_3,ccdf,70.0,1.4814595339328304e-05
,,,,,,,,rolling_median_3,ccdf,71.0,1.4814595339328304e-05
,,,,,,,,rolling_median_3,ccdf,72.0,1.4814595339328304e-05
,,,,,,,,rolling_median_3,ccdf,73.0,1.4814595339328304e-05
,,,,,,,,rolling_median_3,ccdf,74.0,1.4814595339328304e-05
,,,,,,,,rolling_median_3,ccdf,75.0,1.4814595339328304e-05
,,,,,,,,rolling_median_3,ccdf,76.0,1.4814595339328304e-05
,,,,,,,,rolling_median_3,ccdf,77.0,1.4814595339328304e-05
,,,,,,,,rolling_median_3,ccdf,78.0,1.4814595339328304e-05
,,,,,,,,rolling_median_3,ccdf,79.0,1.4814595339328304e-05
,,,,,,,,rolling_median_3,ccdf,80.0,1.4814595339328304e-05
