heldout_physical_match_id,state_definition,hazard_model,log_likelihood_train,n_fit_intervals,n_fit_deaths,optimizer_success,optimizer_message,mu,a0,phi_low,phi_mid,phi_high,q,tc,tau_q
2021__2021-07-17,S0_raw,full,-161127.7105784294,347405,68225,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH; late residual fitted on training-only age+order base,1.908909897146224,4.744463845544384,1.3079333009948797,1.0,0.6697866306757938,0.1035706182174149,20.0,4.999999999999999
2021__2021-08-07,S0_raw,age_only,-161180.01801325727,342123,67344,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.336541642781739,2.5560714479632423,1.0,1.0,1.0,0.0,25.0,5.0
2021__2021-08-07,S0_raw,age_order,-159459.38899209228,342123,67344,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.918342461499432,4.762782415287871,1.3040521445114,1.0,0.6711933819711148,0.0,25.0,5.0
2021__2021-08-07,S0_raw,full,-158989.0677457027,342123,67344,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH; late residual fitted on training-only age+order base,1.918342461499432,4.762782415287871,1.3040521445114,1.0,0.6711933819711148,0.1050865382535317,20.0,4.999999999999999
2021__2021-08-14,S0_raw,age_only,-160932.25647886592,342073,67115,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.3383504870685792,2.574055405824509,1.0,1.0,1.0,0.0,25.0,5.0
2021__2021-08-14,S0_raw,age_order,-159214.9481500121,342073,67115,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.9248048879491324,4.809614674093496,1.3044796247881707,1.0,0.6708792373316517,0.0,25.0,5.0
2021__2021-08-14,S0_raw,full,-158745.13232430673,342073,67115,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL; late residual fitted on training-only age+order base,1.9248048879491324,4.809614674093496,1.3044796247881707,1.0,0.6708792373316517,0.1046561657125107,20.0,4.999999999999999
2021__2021-08-28,S0_raw,age_only,-163409.72141607496,347410,68219,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.332032839978181,2.547060121410224,1.0,1.0,1.0,0.0,25.0,5.0
2021__2021-08-28,S0_raw,age_order,-161649.93217588676,347410,68219,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.9178220800744463,4.771615568664482,1.305128954558463,1.0,0.6686914850327467,0.0,25.0,5.0
2021__2021-08-28,S0_raw,full,-161178.8582720971,347410,68219,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL; late residual fitted on training-only age+order base,1.9178220800744463,4.771615568664482,1.305128954558463,1.0,0.6686914850327467,0.1034981141107991,20.0,4.999999999999999
2021__2021-09-04,S0_raw,age_only,-160740.26567819447,342049,67055,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.3298237909723154,2.5440099494088884,1.0,1.0,1.0,0.0,25.0,5.0
2021__2021-09-04,S0_raw,age_order,-158985.40488090386,342049,67055,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.918175139915068,4.793306221137407,1.3102683656264418,1.0,0.6680729758587834,0.0,25.0,5.0
2021__2021-09-04,S0_raw,full,-158518.03444037476,342049,67055,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH; late residual fitted on training-only age+order base,1.918175139915068,4.793306221137407,1.3102683656264418,1.0,0.6680729758587834,0.1039932551227151,20.0,4.999999999999999
2021__2021-09-25,S0_raw,age_only,-163571.56992318513,347455,68311,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.3344726089920125,2.552551614208071,1.0,1.0,1.0,0.0,25.0,5.0
2021__2021-09-25,S0_raw,age_order,-161826.40256806085,347455,68311,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.9137535475176723,4.762227741139049,1.306683267619456,1.0,0.6724294965774074,0.0,25.0,5.0
2021__2021-09-25,S0_raw,full,-161355.84223347253,347455,68311,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH; late residual fitted on training-only age+order base,1.9137535475176723,4.762227741139049,1.306683267619456,1.0,0.6724294965774074,0.1037160348154114,20.0,4.999999999999999
2021__2021-09-26,S0_raw,age_only,-163399.0280673943,347413,68213,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.331744130711609,2.5460174927279318,1.0,1.0,1.0,0.0,25.0,5.0
2021__2021-09-26,S0_raw,age_order,-161639.16707666358,347413,68213,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.913956558667546,4.768904782673911,1.3082835224932323,1.0,0.6706422596155333,0.0,25.0,5.0
2021__2021-09-26,S0_raw,full,-161165.3189812322,347413,68213,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH; late residual fitted on training-only age+order base,1.913956558667546,4.768904782673911,1.3082835224932323,1.0,0.6706422596155333,0.1035617526414802,20.0,4.999999999999999
2021__2021-10-09,S0_raw,age_only,-160651.84787746335,342047,67003,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.328734439910904,2.54220810821226,1.0,1.0,1.0,0.0,25.0,5.0
2021__2021-10-09,S0_raw,age_order,-158908.9876319674,342047,67003,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.9155579702412249,4.770867406476246,1.3051619384759916,1.0,0.6667363168294793,0.0,25.0,5.0
2021__2021-10-09,S0_raw,full,-158442.58729635167,342047,67003,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH; late residual fitted on training-only age+order base,1.9155579702412249,4.770867406476246,1.3051619384759916,1.0,0.6667363168294793,0.1031383913541838,20.0,4.999999999999999
2021__2021-10-13,S0_raw,age_only,-163350.8713993698,347392,68175,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.3311601123306187,2.54600467951407,1.0,1.0,1.0,0.0,25.0,5.0
2021__2021-10-13,S0_raw,age_order,-161599.62516714746,347392,68175,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.9140821032399664,4.760788306876035,1.304488893400817,1.0,0.6695080107338791,0.0,25.0,5.0
2021__2021-10-13,S0_raw,full,-161128.15193905885,347392,68175,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL; late residual fitted on training-only age+order base,1.9140821032399664,4.760788306876035,1.304488893400817,1.0,0.6695080107338791,0.1033415755988841,20.0,4.999999999999999
2021__2021-10-16,S0_raw,age_only,-163395.67609479662,347413,68218,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.330535803340824,2.541234213347613,1.0,1.0,1.0,0.0,25.0,5.0
2021__2021-10-16,S0_raw,age_order,-161630.64047607736,347413,68218,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.9142629117227563,4.766533313483028,1.3080205317786169,1.0,0.6696333420926887,0.0,25.0,5.0
2021__2021-10-16,S0_raw,full,-161155.95725187226,347413,68218,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH; late residual fitted on training-only age+order base,1.9142629117227563,4.766533313483028,1.3080205317786169,1.0,0.6696333420926887,0.1036241274273241,20.0,4.999999999999999
2021__2021-10-17,S0_raw,age_only,-163513.88455125477,347420,68294,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.331809740484984,2.5430117358774496,1.0,1.0,1.0,0.0,25.0,5.0
2021__2021-10-17,S0_raw,age_order,-161758.16949403565,347420,68294,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.9135295986212093,4.753715203990167,1.305838690784673,1.0,0.6702583361644053,0.0,25.0,5.0
2021__2021-10-17,S0_raw,full,-161288.70606472224,347420,68294,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH; late residual fitted on training-only age+order base,1.9135295986212093,4.753715203990167,1.305838690784673,1.0,0.6702583361644053,0.103300788393778,20.0,4.999999999999999
2021__2021-11-07,S0_raw,age_only,-161001.1279432217,342085,67234,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.3333318765714484,2.549125888528116,1.0,1.0,1.0,0.0,25.0,5.0
2021__2021-11-07,S0_raw,age_order,-159261.49588656749,342085,67234,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.9170117282960832,4.777588210406344,1.3091260239722455,1.0,0.6706410910394908,0.0,25.0,5.0
2021__2021-11-07,S0_raw,full,-158802.6807341485,342085,67234,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL; late residual fitted on training-only age+order base,1.9170117282960832,4.777588210406344,1.3091260239722455,1.0,0.6706410910394908,0.1030004784900018,20.0,4.999999999999999
2021__2021-11-13,S0_raw,age_only,-161095.07502143472,342114,67286,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.333414202697816,2.547695091143856,1.0,1.0,1.0,0.0,25.0,5.0
2021__2021-11-13,S0_raw,age_order,-159369.2876968076,342114,67286,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.9184778628404104,4.769773122399922,1.305320679692732,1.0,0.6703619724204107,0.0,25.0,5.0
2021__2021-11-13,S0_raw,full,-158903.92102378033,342114,67286,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL; late residual fitted on training-only age+order base,1.9184778628404104,4.769773122399922,1.305320679692732,1.0,0.6703619724204107,0.1043511087132083,20.0,4.999999999999999
