age_s,estimate,ci_low,ci_high,model_name,quantity,pooled_or_crossfitted,fold_aggregation_rule,bootstrap_unit,n_bootstrap_replicates,supported_range_indicator,state_definition,conditioning_statement,prediction_type,model_estimate
24.0,0.2707391261070371,0.270340477100682,0.2712221869362042,age-banded generative model,current_high_fraction,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,current High-order fraction among runs alive at run age,leave_one_physical_fixture_out,0.2707391261070371
25.0,0.2610501397999321,0.260636369261274,0.2615492943253902,age-banded generative model,current_high_fraction,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,current High-order fraction among runs alive at run age,leave_one_physical_fixture_out,0.2610501397999321
26.0,0.2535114287281013,0.2530876532738579,0.2540263880212938,age-banded generative model,current_high_fraction,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,current High-order fraction among runs alive at run age,leave_one_physical_fixture_out,0.2535114287281013
27.0,0.2476207747986051,0.2471919798579517,0.2481463403843489,age-banded generative model,current_high_fraction,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,current High-order fraction among runs alive at run age,leave_one_physical_fixture_out,0.2476207747986051
28.0,0.2429952131152486,0.2425647727818142,0.2435259944025097,age-banded generative model,current_high_fraction,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,current High-order fraction among runs alive at run age,leave_one_physical_fixture_out,0.2429952131152486
29.0,0.2393424574063632,0.2389118096027355,0.2398765363665656,age-banded generative model,current_high_fraction,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,current High-order fraction among runs alive at run age,leave_one_physical_fixture_out,0.2393424574063632
30.0,0.2364391744885325,0.2360092148002363,0.2369752005809881,age-banded generative model,current_high_fraction,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,current High-order fraction among runs alive at run age,leave_one_physical_fixture_out,0.2364391744885325
31.0,0.234114514203052,0.2336838236352359,0.2346515448139028,age-banded generative model,current_high_fraction,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,current High-order fraction among runs alive at run age,leave_one_physical_fixture_out,0.234114514203052
32.0,0.2322376229049786,0.2318096574106268,0.2327750082867831,age-banded generative model,current_high_fraction,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,current High-order fraction among runs alive at run age,leave_one_physical_fixture_out,0.2322376229049786
33.0,0.2307081652407959,0.2302811032736879,0.2312437682748886,age-banded generative model,current_high_fraction,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,current High-order fraction among runs alive at run age,leave_one_physical_fixture_out,0.2307081652407959
34.0,0.2294491180309736,0.2290227509812487,0.2299826220463512,age-banded generative model,current_high_fraction,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,current High-order fraction among runs alive at run age,leave_one_physical_fixture_out,0.2294491180309736
35.0,0.2284012831377888,0.2279768458345388,0.2289327285990548,age-banded generative model,current_high_fraction,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,current High-order fraction among runs alive at run age,leave_one_physical_fixture_out,0.2284012831377888
