threshold_s,estimate,ci_low,ci_high,model_name,quantity,pooled_or_crossfitted,fold_aggregation_rule,bootstrap_unit,n_bootstrap_replicates,supported_range_indicator,state_definition,conditioning_statement,prediction_type,model_estimate
27.0,0.3359840791168615,0.3358602874998511,0.3361127428507003,transitions only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.3359840791168615
28.0,0.3320834044370529,0.3319519972255682,0.3322222920246617,transitions only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.3320834044370529
29.0,0.3283235294043087,0.3281845777083408,0.3284713844156459,transitions only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.3283235294043087
30.0,0.3247202932032619,0.3245750517976535,0.324875953366371,transitions only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.3247202932032619
31.0,0.321280510795523,0.3211269571692177,0.321449638474221,transitions only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.321280510795523
32.0,0.3180050078711486,0.317846162099228,0.3181854792079491,transitions only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.3180050078711486
33.0,0.3148907284558816,0.3147257790665431,0.3150803027940522,transitions only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.3148907284558816
34.0,0.3119321912006265,0.3117604050264275,0.3121303282184094,transitions only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.3119321912006265
35.0,0.3091224890063118,0.3089454891039553,0.3093287216310725,transitions only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.3091224890063118
1.0,0.1162453699925468,0.1161442161328942,0.1163546612676701,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.1162453699925468
2.0,0.1341579994534527,0.1340606925147117,0.1342612501064504,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.1341579994534527
3.0,0.1512186995404895,0.1511222011682058,0.1513256013403201,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.1512186995404895
4.0,0.1674754106780294,0.1673680134387591,0.1675845928994546,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.1674754106780294
5.0,0.1829777649410196,0.1828653119155875,0.1830926994853011,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.1829777649410196
6.0,0.1977743228276011,0.197656108372007,0.1978950447489919,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.1977743228276011
7.0,0.2119112825349557,0.2117851943300535,0.2120430268490399,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.2119112825349557
8.0,0.22543193332095,0.2252994990190386,0.225572457854077,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.22543193332095
9.0,0.2383764944194544,0.2382333780041296,0.238522256875786,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.2383764944194544
10.0,0.2507821542010638,0.2506233924622144,0.2509331148546561,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.2507821542010638
11.0,0.2626832104649486,0.2625093256514454,0.2628436079124917,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.2626832104649486
12.0,0.2741112576939677,0.2739274663210561,0.2742824403993064,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.2741112576939677
13.0,0.2850953914046841,0.2848989830027211,0.2852761531911821,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.2850953914046841
14.0,0.2956624132229127,0.2954545407781601,0.2958516273239611,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.2956624132229127
15.0,0.3058370279594909,0.3056166455428927,0.3060316014811187,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.3058370279594909
16.0,0.3156420283385008,0.315408815530024,0.3158466196046408,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.3156420283385008
17.0,0.3250984655433562,0.3248546120787989,0.3253208429015903,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.3250984655433562
18.0,0.3342258051767202,0.3339724455824536,0.3344627712371428,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.3342258051767202
19.0,0.3430420690245689,0.3427769720720542,0.343295261570567,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.3430420690245689
20.0,0.3515639634328186,0.3512876063530162,0.3518313801355374,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.3515639634328186
21.0,0.3598070046687437,0.3595198333601613,0.3600857720951042,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.3598070046687437
22.0,0.3677856152753014,0.3674879197882268,0.3680730859365128,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.3677856152753014
23.0,0.3755132080266699,0.3752067743109804,0.3758090372778613,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.3755132080266699
24.0,0.3830022799310063,0.3826891445077647,0.3833044111077541,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.3830022799310063
25.0,0.3902644892760843,0.3899384941648953,0.3905728488667202,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.3902644892760843
26.0,0.3973107251881058,0.3969738920646244,0.397624824437684,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.3973107251881058
27.0,0.4041511704898652,0.4038056308723545,0.4044703588086406,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.4041511704898652
28.0,0.4107953585646419,0.4104387579648192,0.411121815661736,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.4107953585646419
29.0,0.4172522248575606,0.4168849435036055,0.4175856093054834,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.4172522248575606
30.0,0.4235301535776893,0.4231525578690534,0.423870674851014,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.4235301535776893
31.0,0.4296370201021551,0.4292494106381192,0.4299847814984351,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.4296370201021551
32.0,0.4355802295279004,0.4351844626918846,0.4359357192281619,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.4355802295279004
33.0,0.4413667517670639,0.4409635212349336,0.4417319654092991,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.4413667517670639
34.0,0.447003153537834,0.4465927299312888,0.4473772237683543,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.447003153537834
35.0,0.452495627563536,0.4520782703764452,0.452878814988213,differential termination only,high_order_exposure,leave-one-physical-fixture-out,held-out physical fixture curves weighted by held-out run count,physical_fixture_id,500,True,S0_raw,mean prior High-order exposure among runs surviving to threshold,leave_one_physical_fixture_out,0.452495627563536
